number,stop ID,arrival time,departure time,pick up users,drop of users
1,6,07:00:00,07:52:20,[],[]
2,8,08:05:00,08:07:00,['18'],[]
3,15,08:16:05,08:18:05,[],['18']
4,6,08:22:43,09:16:08,['28'],[]
5,13,09:25:30,09:27:30,[],['28']
6,10,09:35:00,09:37:00,['6'],[]
7,11,09:40:51,09:42:51,[],['6']
8,8,09:47:29,11:47:00,['21'],[]
9,6,11:59:40,12:41:43,['4'],['21']
10,14,12:48:38,14:27:00,['19'],['4']
11,15,14:29:34,14:31:34,[],['19']
12,16,14:34:26,15:02:00,['3'],[]
13,6,15:03:49,17:15:12,['12'],['3']
14,16,17:17:01,17:19:01,[],['12']
15,6,17:20:50,19:00:00,[],[]
