number,stop ID,arrival time,departure time,pick up users,drop of users
1,14,07:00:00,07:45:35,[],[]
2,13,08:17:59,08:20:00,['42'],[]
3,11,08:27:36,08:29:36,[],['42']
4,9,08:34:12,08:36:13,['57'],[]
5,10,08:39:32,08:41:33,[],['57']
6,9,08:44:52,08:56:46,['59'],[]
7,11,09:01:22,09:03:23,[],['59']
8,9,09:07:59,09:10:00,['67'],[]
9,3,09:20:09,09:28:57,"['29', '65']",[]
10,7,09:38:27,09:40:27,[],"['29', '65']"
11,0,09:45:03,09:53:07,[],['67']
12,3,10:05:32,10:07:33,['38'],[]
13,9,10:17:42,10:19:42,[],['38']
14,13,10:31:50,10:35:00,['84'],[]
15,11,10:42:36,10:50:00,['90'],[]
16,3,11:04:46,11:10:54,[],"['84', '90']"
17,7,11:20:24,11:22:24,['50'],[]
18,3,11:31:54,11:46:36,"['72', '47', '93']",['50']
19,12,12:08:49,12:10:50,[],"['47', '93', '72']"
20,13,12:14:31,12:16:32,"['77', '12']",[]
21,12,12:20:13,12:22:13,['96'],[]
22,9,12:34:21,12:39:04,[],['12']
23,3,12:49:13,12:51:13,['75'],"['77', '96']"
24,9,13:01:22,13:03:23,[],['75']
25,8,13:07:59,13:10:00,['94'],[]
26,9,13:14:36,13:16:36,[],['94']
27,10,13:19:55,13:21:56,['89'],[]
28,13,13:31:52,13:33:53,[],['89']
29,12,13:37:34,13:50:00,['61'],[]
30,10,13:59:13,14:15:00,['8'],[]
31,3,14:28:03,14:30:03,"['21', '39', '68']","['61', '8']"
32,7,14:39:33,15:10:37,"['87', '97']","['21', '39', '68']"
33,0,15:15:13,15:23:46,['27'],"['87', '97']"
34,7,15:28:22,16:10:00,['81'],['27']
35,3,16:19:30,16:26:36,"['3', '0']",['81']
36,11,16:41:22,16:43:23,[],['0']
37,12,16:50:59,16:55:00,['80'],['3']
38,3,17:17:13,17:19:13,[],['80']
39,14,17:31:38,19:00:00,[],[]
