user ID,used buses,used transfer points,waiting time,ride time
0,[16],"[9, 8]",2.0,1.286
1,"[6, 0]","[13, 0, 1]",6.0,26.507
2,"[6, 0]","[10, 0, 3]",6.0,25.439
3,[6],"[7, 6]",2.0,11.643
4,"[16, 0]","[12, 6, 4]",23.1,14.223
5,"[10, 6]","[3, 6, 13]",24.0,17.074
6,[16],"[15, 8]",4.0,13.247
7,"[6, 0]","[13, 6, 3]",4.0,17.074
8,"[0, 16]","[5, 6, 8]",20.0,18.602
9,"[10, 16]","[1, 6, 14]",4.0,20.347
10,"[16, 10]","[12, 6, 3]",8.0,19.925
11,"[6, 0]","[10, 6, 4]",4.0,14.223
12,[10],"[5, 17]",2.0,5.301
13,[10],"[2, 20]",2.0,16.764
14,[0],"[6, 5]",2.0,2.571
15,[10],"[4, 20]",2.0,8.233
16,[16],"[13, 16]",2.0,7.821
17,[0],"[1, 18]",2.0,16.263
18,"[0, 6]","[18, 6, 10]",4.0,13.241
19,"[0, 16]","[3, 6, 12]",9.6,18.1
