user ID,used buses,used transfer points,waiting time,ride time
0,[110],"[4, 7]",2.0,11.154
1,[20],"[12, 13]",2.0,6.72
2,"[121, 110]","[2, 4, 6]",4.0,23.478
3,"[20, 121]","[9, 4, 3]",17.8,21.052
4,"[20, 121]","[9, 0, 1]",6.6,25.665
5,[120],"[14, 8]",2.0,23.151
6,[110],"[4, 7]",2.0,11.154
7,[110],"[8, 5]",2.0,9.231
8,[120],"[11, 13]",2.0,11.676
9,[20],"[0, 13]",2.0,11.154
10,[120],"[13, 10]",20.0,17.04
11,"[120, 10]","[12, 8, 7]",12.7,34.536
12,"[121, 20]","[2, 0, 13]",6.0,22.884
13,"[110, 21]","[7, 4, 1]",26.2,31.785
14,"[110, 20]","[6, 4, 9]",7.1,20.529
15,"[10, 120]","[7, 8, 9]",4.0,16.147
16,"[21, 20]","[3, 4, 10]",4.0,15.141
17,"[20, 121]","[11, 4, 1]",11.4,31.112
18,[120],"[4, 8]",2.0,12.923
19,"[20, 21]","[14, 0, 2]",4.0,19.358
