number,stop ID,arrival time,departure time,pick up users,drop of users
1,14,07:00:00,07:55:31,[],[]
2,8,08:07:59,08:10:00,['26'],[]
3,7,08:20:56,08:25:03,"['20', '4']",['26']
4,0,08:28:30,08:30:31,[],"['20', '4']"
5,8,08:42:59,08:45:00,['1'],[]
6,10,08:50:42,08:52:42,['28'],['1']
7,9,08:55:11,08:57:12,[],['28']
8,13,09:06:18,09:14:59,['15'],[]
9,3,09:31:39,09:42:42,"['9', '14']",['15']
10,10,09:52:29,09:54:29,[],['14']
11,11,09:56:26,09:58:27,['0'],['9']
12,13,10:04:09,10:06:10,[],['0']
13,9,10:15:16,10:20:00,['22'],[]
14,0,10:35:28,10:41:24,"['17', '24']",['22']
15,7,10:44:51,10:46:52,[],"['17', '24']"
16,14,10:50:19,19:00:00,[],[]
