number,stop ID,arrival time,departure time,pick up users,drop of users
1,8,07:00:00,08:24:37,[],[]
2,7,08:30:00,08:32:00,['35'],[]
3,6,08:34:46,08:36:46,[],['35']
4,4,08:45:28,08:47:28,['4'],[]
5,5,08:51:10,08:53:10,[],['4']
6,4,08:56:52,09:05:00,['25'],[]
7,6,09:13:42,09:15:42,[],['25']
8,7,09:18:28,09:20:28,"['12', '16']",[]
9,6,09:23:14,09:25:14,[],['16']
10,4,09:33:56,09:35:56,[],['12']
11,5,09:39:38,09:47:24,['23'],[]
12,7,09:55:20,10:37:08,"['30', '5']",['23']
13,6,10:39:54,10:41:54,[],['5']
14,4,10:50:36,10:52:36,['26'],['30']
15,5,10:56:18,10:58:18,['24'],[]
16,6,11:04:13,11:06:46,"['29', '7']",[]
17,7,11:09:32,11:11:32,[],"['26', '29', '24', '7']"
18,8,11:16:55,19:00:00,[],[]
