number,stop ID,arrival time,departure time,pick up users,drop of users
1,8,07:00:00,07:54:55,[],[]
2,13,08:16:51,08:18:51,['21'],[]
3,0,08:30:00,08:32:00,[],['21']
4,11,08:48:58,08:50:58,['17'],[]
5,7,08:59:29,09:01:29,"['33', '20', '15']",['17']
6,10,09:07:57,09:09:57,[],['33']
7,11,09:15:29,09:17:33,['19'],[]
8,12,09:22:31,09:24:31,[],"['20', '15', '19']"
9,11,09:29:29,09:31:29,"['11', '2']",[]
10,7,09:40:00,09:42:00,['34'],"['2', '11']"
11,9,09:47:23,09:57:00,['18'],['34']
12,13,10:09:00,10:12:00,['27'],[]
13,14,10:15:42,10:17:42,[],['18']
14,0,10:25:38,10:27:38,[],['27']
15,14,10:35:34,10:37:34,['22'],[]
16,11,10:48:39,10:52:00,['6'],[]
17,4,11:02:48,11:04:48,[],['6']
18,10,11:10:43,11:15:11,[],['22']
19,8,11:25:30,19:00:00,[],[]
