user ID,used buses,used transfer points,waiting time,ride time
0,-,-,-,-
1,-,-,-,-
2,-,-,-,-
3,"[30, 14]","[17, 21, 23]",26.0,38.377
4,"[30, 21]","[21, 0, 2]",4.0,43.984
5,-,-,-,-
6,[14],"[25, 21]",2.0,17.862
7,[10],"[8, 7]",2.0,7.497
8,[20],"[13, 14]",2.0,5.143
9,"[21, 30]","[1, 0, 18]",16.5,24.735
10,"[20, 14]","[12, 13, 22]",24.3,25.28
11,-,-,-,-
12,-,-,-,-
13,[14],"[25, 13]",2.0,4.066
14,[10],"[6, 4]",2.0,12.129
15,"[10, 20]","[7, 4, 9]",6.0,32.452
16,"[30, 14, 20]","[20, 21, 13, 12]",11.9,36.43
17,-,-,-,-
18,"[30, 20, 10]","[20, 0, 8, 6]",22.6,78.506
19,-,-,-,-
20,[30],"[15, 18]",2.0,12.857
21,"[14, 20]","[21, 13, 8]",25.7,52.489
22,[21],"[3, 0]",2.0,23.462
23,"[10, 21, 30]","[7, 4, 0, 21]",10.4,80.063
24,"[30, 14]","[17, 21, 24]",22.6,42.831
25,"[14, 20]","[25, 13, 0]",6.1,19.601
26,"[10, 21]","[5, 4, 1]",27.8,33.429
27,"[10, 20]","[7, 4, 13]",7.6,46.866
28,-,-,-,-
29,-,-,-,-
30,"[20, 14, 30]","[12, 13, 21, 19]",30.1,37.474
31,[30],"[15, 18]",2.0,12.857
32,[14],"[24, 13]",2.0,9.792
33,-,-,-,-
34,"[30, 21]","[17, 0, 3]",4.0,35.316
35,"[30, 14]","[16, 21, 22]",4.0,27.298
36,[20],"[10, 8]",2.0,14.375
37,-,-,-,-
38,[10],"[5, 7]",2.0,11.06
39,"[14, 30]","[25, 21, 16]",18.7,39.151
40,[20],"[11, 13]",2.0,16.263
41,[14],"[21, 25]",2.0,17.862
42,"[10, 20]","[7, 8, 9]",7.7,22.491
43,[21],"[3, 2]",2.0,7.714
44,-,-,-,-
45,-,-,-,-
46,-,-,-,-
47,-,-,-,-
48,[14],"[21, 22]",2.0,7.714
49,-,-,-,-
50,"[20, 14]","[14, 13, 21]",5.4,24.256
51,-,-,-,-
52,[20],"[12, 13]",2.0,9.36
53,"[20, 14]","[10, 13, 23]",11.9,48.834
54,[21],"[1, 0]",2.0,8.625
55,-,-,-,-
56,"[20, 14]","[11, 13, 25]",25.0,20.35
57,-,-,-,-
58,[21],"[2, 4]",2.0,20.571
59,"[21, 10]","[0, 4, 5]",29.1,41.349
