number,stop ID,arrival time,departure time,pick up users,drop of users
1,6,07:00:00,08:00:39,[],[]
2,9,08:12:09,08:14:09,['13'],[]
3,0,08:28:00,08:37:51,['0'],['13']
4,7,08:47:39,08:49:39,[],['0']
5,8,08:53:30,09:08:05,['14'],[]
6,10,09:10:39,09:12:39,[],['14']
7,6,09:23:01,09:36:51,['35'],[]
8,12,09:47:13,09:49:13,[],['35']
9,11,09:53:04,10:17:00,['42'],[]
10,14,10:23:55,10:25:55,['50'],[]
11,6,10:32:50,10:36:52,"['5', '43', '11']","['50', '42']"
12,16,10:38:41,10:40:41,[],"['43', '11']"
13,11,10:51:36,12:02:00,['45'],['5']
14,6,12:14:44,12:35:09,['59'],['45']
15,13,12:44:31,12:46:31,[],['59']
16,11,12:52:57,13:52:00,['28'],[]
17,16,14:02:55,14:27:00,['40'],['28']
18,6,14:28:49,15:27:11,['4'],['40']
19,9,15:38:41,15:42:00,['41'],['4']
20,14,15:49:49,15:51:49,['58'],[]
21,16,15:57:07,16:08:48,[],"['58', '41']"
22,7,16:19:05,16:27:00,['52'],[]
23,6,16:38:39,16:40:39,[],['52']
24,0,16:57:54,17:07:38,['21'],[]
25,7,17:17:26,17:19:26,[],['21']
26,6,17:31:05,19:00:00,[],[]
