user ID,used buses,used transfer points,waiting time,ride time
0,"[92, 4]","[21, 0, 14]",5.3,14.102
1,"[92, 64]","[22, 24, 25]",19.0,13.18
2,[4],"[20, 15]",2.0,20.077
3,-,-,-,-
4,"[8, 9, 64]","[5, 0, 13, 27]",11.4,43.504
5,[92],"[24, 21]",8.0,12.557
6,-,-,-,-
7,"[9, 64]","[11, 13, 27]",21.4,10.087
8,"[4, 8, 9]","[17, 0, 3, 11]",10.6,36.056
9,"[4, 92, 64]","[14, 0, 24, 26]",22.4,29.873
10,"[64, 92]","[27, 24, 21]",19.0,14.651
11,"[92, 64, 9]","[22, 24, 13, 10]",6.0,23.051
12,"[8, 92]","[2, 0, 22]",17.9,18.978
13,"[9, 8, 4]","[10, 0, 4, 15]",11.6,35.352
14,"[4, 8]","[17, 4, 2]",4.0,11.818
15,"[8, 92]","[5, 0, 21]",21.0,23.379
16,"[9, 4]","[13, 0, 16]",12.0,34.281
17,[8],"[2, 6]",2.0,7.359
18,"[4, 8]","[19, 4, 2]",4.0,16.16
19,[9],"[10, 3]",2.0,9.791
20,[92],"[24, 21]",2.0,12.462
21,[4],"[19, 14]",2.0,15.48
22,"[92, 4]","[22, 0, 4]",17.1,25.793
23,"[92, 8]","[22, 0, 5]",4.0,26.666
24,"[8, 9]","[2, 3, 9]",4.0,11.077
25,[4],"[16, 14]",2.0,4.433
26,[4],"[17, 20]",2.0,9.237
27,"[9, 8, 4]","[10, 3, 4, 17]",21.7,18.148
28,"[4, 8]","[14, 4, 6]",22.9,13.809
29,"[64, 9]","[24, 13, 10]",23.0,14.024
