number,stop ID,arrival time,departure time,pick up users,drop of users
1,21,07:00:00,08:22:32,[],[]
2,2,08:27:59,08:30:00,['40'],[]
3,6,08:42:11,09:06:41,"['27', '21', '14']",['40']
4,17,09:09:33,09:11:33,[],['21']
5,19,09:15:36,09:17:37,[],['14']
6,20,09:20:29,09:22:29,['20'],['27']
7,17,09:28:54,09:30:55,['5'],[]
8,6,09:33:47,09:35:48,['16'],"['5', '20']"
9,2,09:47:59,09:50:00,['24'],['16']
10,6,10:02:11,10:04:11,['33'],[]
11,18,10:07:03,10:14:06,[],"['33', '24']"
12,20,10:17:57,10:19:57,['1'],[]
13,4,10:28:10,10:30:11,[],['1']
14,6,10:34:02,10:36:10,['30'],[]
15,20,10:41:54,10:43:55,['46'],['30']
16,6,10:49:39,10:51:44,"['15', '41']",[]
17,3,10:59:26,11:01:27,[],['46']
18,1,11:07:52,11:09:53,[],['41']
19,0,11:14:31,11:16:31,[],['15']
20,21,11:16:30,19:00:00,[],[]
