user ID,used buses,used transfer points,waiting time,ride time
0,[6],"[12, 0]",4.0,19.833
1,"[6, 10]","[12, 6, 18]",22.7,13.241
2,"[0, 6]","[19, 6, 8]",6.1,15.538
3,"[16, 10]","[12, 6, 20]",20.0,19.864
4,[6],"[15, 11]",2.0,8.233
5,[6],"[14, 12]",2.0,3.637
6,"[10, 16]","[0, 6, 12]",13.8,28.018
7,"[0, 16]","[4, 6, 12]",22.2,14.223
8,"[6, 10]","[15, 6, 19]",18.2,9.329
9,"[0, 16]","[18, 6, 13]",22.3,12.235
10,[0],"[19, 20]",2.0,2.875
11,[6],"[9, 7]",2.0,4.066
12,[6],"[8, 10]",4.0,2.571
13,"[6, 10]","[7, 0, 5]",8.0,25.999
14,[16],"[8, 10]",4.0,2.571
15,"[16, 10]","[12, 6, 2]",13.2,24.414
16,[0],"[1, 4]",2.0,9.792
17,[16],"[0, 11]",19.2,17.923
18,[10],"[6, 19]",2.0,2.875
19,[16],"[7, 9]",2.0,4.066
20,[0],"[0, 20]",10.0,25.133
21,[10],"[1, 3]",2.0,6.429
22,[10],"[4, 19]",6.0,8.55
23,"[16, 10]","[13, 6, 2]",11.2,21.842
24,"[16, 0]","[11, 6, 1]",10.0,27.615
25,"[0, 6]","[19, 6, 15]",16.0,11.576
26,"[16, 10]","[10, 6, 19]",8.0,21.55
27,[0],"[18, 19]",2.0,1.818
28,[0],"[3, 0]",13.6,10.91
29,"[6, 0]","[10, 6, 1]",11.9,29.244
30,"[10, 16]","[1, 6, 9]",11.6,31.408
31,[6],"[14, 13]",2.0,2.571
32,[0],"[2, 6]",2.0,12.197
33,[0],"[18, 2]",4.0,15.821
34,"[16, 0]","[14, 6, 4]",4.0,10.781
35,"[16, 10]","[7, 6, 5]",23.1,14.214
36,"[0, 16]","[5, 6, 7]",6.0,17.573
37,[10],"[1, 20]",12.7,19.233
38,"[16, 10]","[16, 6, 0]",13.6,19.068
39,[10],"[3, 2]",2.0,5.455
40,"[6, 10]","[16, 6, 2]",17.5,14.987
41,[16],"[10, 9]",2.0,1.286
42,[16],"[14, 9]",2.0,7.821
43,"[16, 0]","[16, 6, 1]",23.4,15.242
44,"[10, 16]","[2, 6, 14]",15.4,19.121
45,[6],"[16, 13]",4.0,7.873
46,"[0, 6]","[2, 0, 7]",4.0,15.247
47,"[16, 10]","[14, 6, 17]",4.0,9.799
48,"[10, 16]","[2, 6, 10]",12.3,28.018
49,"[10, 16]","[17, 6, 9]",22.0,14.375
50,[0],"[19, 2]",12.4,15.357
51,[16],"[16, 15]",2.0,2.875
52,[0],"[3, 20]",2.0,11.5
53,[0],"[6, 4]",2.0,3.857
54,[6],"[9, 10]",2.0,1.286
55,"[10, 6]","[2, 6, 14]",9.4,19.317
56,"[10, 16]","[17, 6, 10]",5.7,13.241
57,[6],"[13, 12]",2.0,2.571
58,"[0, 6]","[17, 6, 12]",6.0,13.261
59,[16],"[9, 12]",4.0,6.741
60,[6],"[16, 14]",2.0,5.301
61,[6],"[6, 15]",2.0,4.636
62,"[6, 0]","[15, 6, 0]",16.5,22.288
63,[16],"[9, 16]",2.0,9.792
64,[10],"[5, 2]",2.0,9.792
65,"[16, 10]","[13, 6, 18]",4.0,12.235
66,"[16, 10]","[7, 6, 4]",11.9,25.83
67,"[0, 6]","[1, 6, 15]",8.6,18.059
68,[16],"[15, 14]",2.0,2.571
69,[6],"[9, 16]",4.0,9.911
