number,stop ID,arrival time,departure time,pick up users,drop of users
1,21,07:00:00,07:37:52,[],[]
2,18,07:57:59,08:00:00,['36'],[]
3,17,08:02:34,08:09:35,[],['36']
4,3,08:19:56,08:25:00,['86'],[]
5,5,08:30:08,08:32:08,[],['86']
6,6,08:34:42,08:40:00,['37'],[]
7,17,08:42:52,08:44:52,[],['37']
8,19,08:48:55,09:02:46,"['79', '40']",[]
9,6,09:05:38,09:07:39,[],"['79', '40']"
10,20,09:13:23,09:15:24,['81'],[]
11,6,09:21:08,09:23:08,['41'],[]
12,4,09:26:59,09:29:00,[],['41']
13,3,09:32:51,10:00:00,['64'],['81']
14,6,10:07:42,10:16:05,['68'],['64']
15,17,10:18:57,10:20:57,[],['68']
16,6,10:23:49,10:25:52,['66'],[]
17,4,10:29:43,10:31:43,[],['66']
18,19,10:37:27,10:40:00,['25'],[]
19,6,10:42:52,10:44:52,['11'],['25']
20,5,10:47:26,10:49:26,['49'],['11']
21,6,10:52:00,10:54:01,['76'],['49']
22,19,10:56:53,11:05:07,[],['76']
23,20,11:07:59,11:10:00,['70'],[]
24,6,11:15:44,11:21:10,[],['70']
25,5,11:23:44,11:35:00,['57'],[]
26,19,11:39:38,11:41:38,[],['57']
27,6,11:44:30,12:08:49,"['67', '1']",[]
28,17,12:11:41,12:13:41,[],['1']
29,18,12:16:15,12:20:00,['53'],['67']
30,5,12:25:18,13:55:00,"['58', '34']",['53']
31,6,13:57:34,14:02:49,['48'],"['58', '34']"
32,20,14:08:33,14:10:34,[],['48']
33,18,14:14:25,14:16:25,['77'],[]
34,6,14:19:17,14:21:18,[],['77']
35,4,14:25:09,14:34:48,['46'],[]
36,6,14:38:39,14:40:39,['31'],['46']
37,18,14:43:31,14:55:25,[],['31']
38,17,14:57:59,15:00:00,['43'],[]
39,6,15:02:52,15:04:52,[],['43']
40,3,15:12:34,15:29:59,['30'],[]
41,5,15:35:07,15:37:08,['22'],[]
42,6,15:39:42,15:41:42,[],"['30', '22']"
43,20,15:47:26,15:49:27,['73'],[]
44,6,15:55:11,16:00:44,['78'],['73']
45,18,16:03:36,16:05:36,[],['78']
46,19,16:07:25,16:40:00,['83'],[]
47,18,16:41:49,16:45:28,['24'],[]
48,6,16:48:20,16:58:14,['44'],['24']
49,3,17:05:56,17:07:57,[],['44']
50,1,17:14:22,17:16:22,[],['83']
51,21,17:21:00,19:00:00,[],[]
