number,stop ID,arrival time,departure time,pick up users,drop of users
1,28,07:00:00,07:40:35,[],[]
2,11,07:59:13,08:01:13,['4'],[]
3,9,08:04:40,08:06:41,['8'],[]
4,0,08:22:09,08:24:10,[],"['4', '8']"
5,3,08:33:28,09:38:10,['2'],[]
6,8,09:42:19,09:44:19,[],['2']
7,10,09:50:01,10:05:00,['11'],[]
8,3,10:14:47,10:20:35,"['5', '18']",[]
9,7,10:27:42,10:29:43,[],['11']
10,0,10:33:10,10:39:32,[],"['5', '18']"
11,3,10:48:50,11:25:27,['1'],[]
12,8,11:29:36,11:31:36,[],['1']
13,0,11:44:04,11:49:11,['12'],[]
14,7,11:52:38,11:55:20,[],['12']
15,11,12:12:59,12:15:00,['10'],[]
16,3,12:26:04,13:05:00,['14'],['10']
17,8,13:09:09,13:11:09,[],['14']
18,28,13:23:37,19:00:00,[],[]
