number,stop ID,arrival time,departure time,pick up users,drop of users
1,32,07:00:00,08:34:40,[],[]
2,1,08:37:59,08:40:00,['8'],[]
3,4,08:47:01,08:49:01,['38'],[]
4,6,08:51:47,08:53:47,[],['8']
5,18,08:55:50,09:00:27,[],['38']
6,20,09:03:13,09:05:13,['28'],[]
7,18,09:07:59,09:10:00,['44'],[]
8,6,09:12:03,09:26:34,['29'],"['28', '44']"
9,3,09:32:06,09:34:06,[],['29']
10,6,09:39:38,10:10:52,['42'],[]
11,2,10:19:37,10:21:38,[],['42']
12,20,10:33:40,10:35:40,['19'],[]
13,19,10:37:43,10:39:44,['2'],['19']
14,6,10:41:47,11:02:35,['5'],['2']
15,0,11:14:58,11:16:59,[],['5']
16,32,11:16:59,19:00:00,[],[]
