number,stop ID,arrival time,departure time,pick up users,drop of users
1,0,07:00:00,08:21:06,[],[]
2,4,08:35:00,08:37:00,['27'],[]
3,2,08:45:37,09:03:37,[],['27']
4,3,09:09:04,09:42:35,['8'],[]
5,6,09:50:18,09:52:18,['18'],[]
6,17,09:55:10,09:57:10,['21'],[]
7,19,10:01:14,10:03:14,[],['18']
8,20,10:06:06,10:24:36,[],"['8', '21']"
9,18,10:28:27,10:47:00,['26'],[]
10,6,10:49:52,11:07:56,['24'],['26']
11,19,11:10:48,11:12:48,[],['24']
12,6,11:15:40,11:19:00,"['17', '28']",[]
13,2,11:31:12,11:36:44,[],['28']
14,1,11:38:01,11:40:01,[],['17']
15,0,11:44:39,19:00:00,[],[]
