number,stop ID,arrival time,departure time,pick up users,drop of users
1,15,07:00:00,08:01:34,[],[]
2,2,08:12:59,08:15:00,['14'],[]
3,3,08:20:32,08:33:46,['42'],[]
4,4,08:42:59,08:45:00,[],"['14', '42']"
5,2,08:59:46,09:04:15,"['44', '1']",[]
6,3,09:09:47,09:11:48,"['47', '17']",[]
7,4,09:21:01,09:34:07,['18'],"['17', '44', '1', '47']"
8,3,09:43:20,09:50:00,['45'],['18']
9,2,09:55:32,09:57:32,['16'],[]
10,0,10:08:57,10:12:29,['15'],"['45', '16']"
11,2,10:23:54,10:30:07,['20'],[]
12,4,10:44:53,10:46:53,[],"['20', '15']"
13,2,11:01:39,11:03:39,['29'],[]
14,3,11:09:11,11:11:11,[],['29']
15,15,11:28:01,19:00:00,[],[]
