number,stop ID,arrival time,departure time,pick up users,drop of users
1,21,07:00:00,08:30:31,[],[]
2,0,08:30:30,08:32:31,"['17', '9']",[]
3,14,08:38:03,08:40:03,[],['9']
4,15,08:43:30,08:53:35,[],['17']
5,4,08:59:57,09:09:36,['19'],[]
6,15,09:15:58,09:17:58,[],['19']
7,4,09:24:20,09:26:21,['10'],[]
8,19,09:35:35,09:37:36,['0'],['10']
9,0,09:54:56,10:10:24,['26'],['0']
10,16,10:19:48,10:21:49,[],['26']
11,20,10:39:07,10:44:59,['27'],[]
12,4,10:58:53,11:26:34,"['20', '14']",['27']
13,19,11:35:48,11:37:48,[],['14']
14,20,11:42:41,11:50:15,[],['20']
15,21,12:12:15,19:00:00,[],[]
