user ID,used buses,used transfer points,waiting time,ride time
6,-,-,-,-
18,"[8, 4]","[6, 4, 15]",4.0,26.645
0,"[92, 64]","[22, 24, 27]",4.0,24.301
9,"[9, 8]","[11, 3, 2]",23.5,31.5
19,-,-,-,-
2,-,-,-,-
16,-,-,-,-
1,"[9, 64]","[9, 12, 13]",12.9,25.729
3,-,-,-,-
17,[4],"[16, 18]",4.0,27.578
8,[4],"[17, 4]",2.0,10.607
4,[92],"[24, 23]",2.0,12.0
12,"[9, 64]","[8, 12, 27]",4.0,31.409
14,"[4, 8, 9, 64]","[20, 4, 3, 12, 27]",32.4,78.017
13,"[8, 92]","[4, 1, 23]",23.2,42.512
7,"[64, 9]","[13, 12, 11]",10.6,18.369
11,-,-,-,-
10,"[92, 4]","[22, 0, 14]",24.4,37.676
15,"[4, 8, 9, 64]","[16, 4, 3, 12, 24]",30.8,60.73
5,-,-,-,-
