user ID,used buses,used transfer points,waiting time,ride time
0,[21],"[1, 2]",2.0,5.538
1,[121],"[2, 3]",2.0,5.538
2,"[120, 121]","[12, 0, 1]",4.0,20.038
3,"[20, 21]","[14, 0, 1]",17.2,14.133
4,"[20, 121]","[10, 4, 3]",23.3,15.141
5,"[121, 110]","[2, 4, 5]",19.0,18.462
6,[21],"[0, 4]",7.8,26.5
7,[120],"[11, 14]",2.0,11.077
8,[110],"[4, 7]",4.0,11.478
9,"[21, 20]","[1, 0, 13]",4.0,17.346
10,[121],"[0, 1]",2.0,6.192
11,"[110, 20]","[6, 8, 12]",20.3,29.278
12,"[10, 21]","[5, 4, 1]",24.4,24.0
13,"[120, 121]","[10, 4, 3]",8.3,15.141
14,"[110, 20]","[6, 8, 10]",4.0,17.53
15,"[120, 110]","[0, 4, 7]",26.7,37.148
16,[120],"[4, 12]",2.0,15.774
17,"[10, 120]","[5, 4, 13]",4.0,26.171
18,"[21, 120, 110]","[1, 0, 4, 5]",8.0,39.375
19,[20],"[10, 11]",2.0,5.538
20,"[110, 121]","[7, 4, 3]",13.1,20.384
21,"[110, 120, 121]","[6, 4, 0, 1]",8.0,44.52
22,[10],"[5, 8]",2.0,9.231
23,"[121, 10]","[3, 4, 7]",4.0,20.384
24,"[10, 120]","[7, 8, 11]",4.0,19.105
25,[20],"[9, 13]",4.0,12.558
26,"[110, 121]","[8, 4, 0]",16.1,38.998
27,[20],"[9, 0]",6.0,23.712
28,"[21, 120]","[3, 0, 14]",6.0,25.21
29,"[120, 110]","[11, 4, 6]",4.0,19.513
