user ID,used buses,used transfer points,waiting time,ride time,shortest time possible,number of transfers(for shortest)
0,"[192, 8]","[21, 0, 3]",20.9,17.877,17.88,2
1,"[14, 18]","[14, 4, 3]",6.0,11.623,11.36,2
2,[4],"[4, 16]",2.0,3.728,3.73,1
3,"[4, 8, 9, 164]","[16, 4, 3, 13, 27]",22.0,28.241,28.24,4
4,"[18, 19, 64]","[5, 3, 13, 27]",25.1,26.967,26.97,3
5,[14],"[14, 17]",13.5,12.789,12.38,1
6,[4],"[17, 20]",2.0,9.237,9.24,1
7,"[19, 18, 14]","[9, 3, 4, 15]",23.3,17.46,17.46,3
8,"[164, 9, 18, 4]","[25, 13, 3, 4, 15]",27.1,33.085,34.03,3
9,[92],"[23, 24]",2.0,5.538,5.54,1
10,"[8, 19]","[5, 3, 11]",20.6,16.992,16.99,2
11,"[18, 4]","[1, 4, 17]",4.0,15.28,15.28,2
12,"[14, 18]","[17, 4, 3]",8.7,8.357,8.36,2
13,"[64, 19, 8, 4]","[12, 13, 3, 4, 20]",24.7,36.819,36.82,4
14,[4],"[20, 17]",2.0,9.237,9.24,1
15,"[8, 192]","[1, 0, 24]",13.9,27.104,27.1,2
16,"[164, 92, 14]","[25, 24, 0, 18]",15.2,47.764,35.7,4
17,"[19, 18]","[7, 0, 1]",18.3,9.692,9.69,2
18,"[164, 19]","[26, 13, 9]",4.0,15.489,15.49,2
19,"[64, 192, 18]","[25, 24, 0, 3]",11.0,34.341,23.24,2
20,"[92, 14]","[23, 0, 16]",7.1,25.343,24.79,2
21,"[164, 19, 18, 14]","[26, 13, 3, 4, 17]",20.7,38.355,31.41,4
22,[4],"[16, 4]",2.0,3.728,3.73,1
23,"[4, 8]","[17, 4, 5]",4.0,10.604,10.6,2
24,"[92, 9, 8]","[22, 0, 3, 6]",22.1,26.873,26.26,2
25,"[192, 19]","[21, 0, 10]",4.0,25.422,25.42,2
26,[19],"[3, 0]",9.8,10.589,9.31,1
27,"[192, 18, 4]","[24, 0, 4, 19]",19.9,42.885,38.22,2
28,"[18, 92]","[6, 0, 22]",18.4,30.541,26.26,2
29,"[192, 64]","[0, 24, 12]",4.0,24.91,24.91,2
30,"[18, 9]","[2, 3, 7]",4.0,10.589,10.59,2
31,"[64, 19]","[26, 13, 9]",4.0,15.489,15.49,2
32,[14],"[15, 0]",2.0,9.0,9.0,1
33,"[8, 19, 164]","[5, 3, 13, 12]",24.7,25.47,25.36,3
34,[164],"[25, 26]",4.0,7.615,7.23,1
35,[19],"[13, 8]",2.0,12.538,12.54,1
36,"[192, 18]","[22, 0, 1]",4.9,18.081,18.08,2
37,"[19, 64]","[11, 13, 26]",4.0,12.092,12.09,2
38,"[192, 18, 14]","[22, 0, 4, 20]",14.9,42.598,33.85,2
39,"[192, 18]","[23, 0, 1]",4.0,21.602,21.6,2
