number,stop ID,arrival time,departure time,pick up users,drop of users
1,0,07:00:00,08:50:12,[],[]
2,24,09:00:00,09:02:00,['6'],[]
3,28,09:11:22,10:33:04,['25'],['6']
4,27,10:36:42,10:47:46,['7'],[]
5,24,10:54:12,10:58:12,[],['25']
6,0,11:08:00,11:10:00,[],['7']
7,22,11:16:26,12:11:59,['17'],[]
8,0,12:18:25,12:20:26,[],['17']
9,22,12:26:52,12:47:00,['15'],[]
10,0,12:53:26,16:16:01,['3'],['15']
11,22,16:22:27,16:27:48,[],['3']
12,23,16:29:05,16:32:00,['0'],[]
13,0,16:39:30,16:41:30,[],['0']
14,0,16:41:30,19:00:00,[],[]
