number,stop ID,arrival time,departure time,pick up users,drop of users
1,14,07:00:00,07:57:57,[],[]
2,8,08:24:59,08:27:00,['13'],[]
3,9,08:34:30,08:37:00,['7'],['13']
4,7,09:07:55,09:17:00,['3'],['7']
5,3,09:32:26,09:41:37,['23'],['3']
6,8,09:50:37,09:52:37,[],['23']
7,10,10:04:59,10:07:00,['30'],[]
8,9,10:12:24,10:27:00,['49'],['30']
9,13,10:46:43,10:48:43,[],['49']
10,12,10:54:43,11:17:00,['35'],[]
11,9,11:36:43,11:38:43,[],['35']
12,13,11:58:26,12:02:00,['58'],[]
13,10,12:18:09,12:20:09,[],['58']
14,9,12:25:33,12:27:33,['5'],[]
15,8,12:35:02,12:37:03,[],['5']
16,9,12:44:32,12:47:30,['11'],[]
17,11,12:55:00,12:57:00,"['54', '36']",['11']
18,10,13:01:14,13:06:43,['19'],['36']
19,9,13:12:07,13:20:00,['22'],[]
20,8,13:27:30,13:29:30,[],['54']
21,3,13:38:30,13:41:00,[],"['22', '19']"
22,11,14:05:00,14:07:00,"['17', '21']",[]
23,10,14:11:14,14:13:14,[],['21']
24,9,14:18:38,14:52:00,['27'],['17']
25,3,15:08:30,15:26:30,['26'],['27']
26,10,15:47:42,15:49:42,['55'],['26']
27,13,16:05:51,16:07:52,[],['55']
28,3,16:43:59,16:46:30,"['8', '40']",[]
29,9,17:03:00,17:05:00,[],['8']
30,13,17:24:43,17:45:45,[],['40']
31,14,18:38:25,19:00:00,[],[]
