number,stop ID,arrival time,departure time,pick up users,drop of users
1,14,07:00:00,08:38:00,[],[]
2,0,08:38:00,08:40:00,['64'],[]
3,3,08:52:25,08:57:11,"['55', '46']",[]
4,5,09:05:04,09:07:04,[],['46']
5,6,09:07:59,09:10:00,['65'],"['55', '64']"
6,4,09:17:53,09:20:00,['29'],[]
7,3,09:24:36,09:26:36,[],"['29', '65']"
8,4,09:31:12,09:45:00,['38'],[]
9,3,09:49:36,09:51:36,[],['38']
10,6,09:59:12,10:01:13,['91'],[]
11,2,10:11:01,10:13:02,['74'],['91']
12,3,10:17:38,10:19:39,[],['74']
13,6,10:27:15,10:30:00,"['14', '99']",[]
14,5,10:30:55,10:35:00,['58'],[]
15,3,10:42:53,10:51:15,['78'],"['14', '58', '99']"
16,5,10:59:08,11:01:08,[],['78']
17,3,11:09:01,11:11:01,['90'],[]
18,6,11:18:37,11:20:38,[],['90']
19,3,11:28:14,11:30:15,['84'],[]
20,4,11:34:51,11:36:52,"['72', '93']",['84']
21,3,11:41:28,11:43:29,[],"['93', '72']"
22,6,11:51:05,12:02:19,['23'],[]
23,5,12:03:14,12:05:14,['49'],[]
24,3,12:13:07,12:15:08,['7'],['23']
25,2,12:19:44,12:21:44,[],['7']
26,0,12:31:14,12:33:15,['62'],['49']
27,2,12:42:45,12:44:45,['35'],[]
28,3,12:49:21,12:51:22,"['96', '77']","['35', '62']"
29,4,12:55:58,12:57:59,[],['77']
30,6,13:05:52,13:22:04,[],['96']
31,5,13:22:59,13:25:00,['52'],[]
32,4,13:32:36,13:34:36,['44'],[]
33,3,13:39:12,13:41:13,[],"['52', '44']"
34,1,13:50:26,13:57:54,['73'],[]
35,2,14:02:30,14:04:31,['68'],[]
36,3,14:09:07,14:11:08,['51'],['68']
37,6,14:18:44,14:20:45,[],"['73', '51']"
38,3,14:28:21,14:55:39,['27'],[]
39,0,15:08:04,15:16:36,"['87', '97']",['27']
40,4,15:32:44,15:34:45,[],['87']
41,5,15:42:21,15:51:30,['88'],['97']
42,4,15:59:06,16:01:07,['34'],[]
43,3,16:05:43,16:13:23,[],['88']
44,2,16:17:59,16:20:00,[],['34']
45,0,16:29:30,16:44:59,"['53', '92']",[]
46,3,16:57:24,17:05:55,['33'],"['53', '92']"
47,5,17:13:48,17:15:48,[],['33']
48,14,17:35:33,19:00:00,[],[]
