number,stop ID,arrival time,departure time,pick up users,drop of users
1,14,07:00:00,08:08:00,[],[]
2,0,08:08:00,08:10:00,['23'],[]
3,7,08:17:30,08:20:00,['31'],['23']
4,3,08:35:26,08:37:26,[],['31']
5,13,09:13:33,09:35:06,['27'],[]
6,12,09:41:06,09:44:01,['39'],[]
7,11,09:56:23,09:58:23,['0'],[]
8,10,10:02:37,10:04:38,['41'],[]
9,8,10:17:00,10:19:00,[],['41']
10,3,10:28:00,10:34:22,"['33', '42', '2']","['39', '27', '0']"
11,8,10:43:22,10:45:22,['47'],[]
12,9,10:52:52,10:54:52,[],"['42', '2']"
13,10,11:00:16,11:02:16,[],['33']
14,11,11:06:30,11:08:31,[],['47']
15,10,11:12:45,11:14:45,['30'],[]
16,8,11:27:07,11:30:00,['16'],[]
17,3,11:39:00,11:41:00,[],"['30', '16']"
18,8,11:50:00,11:55:00,['34'],[]
19,11,12:10:00,12:12:00,[],['34']
20,13,12:24:22,13:15:00,['13'],[]
21,8,13:42:09,13:44:09,"['15', '40', '22']",[]
22,3,13:53:08,13:55:09,[],"['15', '13', '22']"
23,7,14:10:35,14:27:39,[],['40']
24,14,14:35:08,19:00:00,[],[]
