number,stop ID,arrival time,departure time,pick up users,drop of users
1,27,07:00:00,09:06:57,[],[]
2,4,09:19:52,09:21:52,"['22', '44', '13']",[]
3,5,09:25:33,09:27:35,[],"['22', '44', '13']"
4,8,09:36:48,11:15:58,['19'],[]
5,6,11:23:10,11:46:22,[],['19']
6,4,11:55:04,12:46:52,['23'],[]
7,5,12:50:33,12:52:34,[],['23']
8,4,12:56:15,12:58:15,['39'],[]
9,6,13:06:57,13:08:58,[],['39']
10,8,13:16:10,14:10:58,['5'],[]
11,5,14:20:11,14:32:53,[],['5']
12,7,14:40:49,14:42:50,['49'],[]
13,4,14:53:59,16:06:14,['27'],['49']
14,6,16:14:56,16:22:30,[],['27']
15,7,16:25:16,16:30:00,['41'],[]
16,4,16:41:09,17:00:04,[],['41']
17,27,17:12:59,19:00:00,[],[]
