user ID,used buses,used transfer points,waiting time,ride time
0,"[6, 10]","[14, 6, 17]",20.4,9.799
1,[6],"[14, 13]",2.0,2.571
2,"[0, 6]","[0, 6, 14]",4.0,24.173
3,[16],"[14, 10]",9.8,12.857
4,"[6, 10]","[8, 6, 1]",15.8,26.219
5,[10],"[0, 20]",6.5,22.14
6,"[0, 6]","[19, 6, 14]",18.5,9.994
7,[10],"[5, 19]",2.0,4.636
8,[16],"[14, 9]",4.0,7.842
9,"[10, 16]","[17, 6, 13]",13.4,12.566
10,[0],"[3, 5]",2.0,5.143
11,[16],"[16, 11]",9.8,14.301
12,[6],"[11, 12]",2.0,3.857
13,[0],"[20, 1]",2.0,17.862
14,[10],"[18, 5]",8.4,5.446
15,"[16, 10]","[8, 6, 5]",13.6,15.234
16,"[6, 0]","[7, 6, 17]",23.2,14.518
17,[16],"[0, 7]",2.0,9.792
18,[0],"[2, 6]",6.0,13.169
19,"[16, 10]","[0, 6, 4]",8.8,25.291
20,[16],"[13, 7]",6.0,14.921
21,"[10, 16]","[19, 6, 10]",19.6,16.355
22,[0],"[5, 0]",2.0,14.994
23,[0],"[17, 18]",2.0,2.571
24,[10],"[6, 1]",2.0,13.423
25,[10],"[4, 5]",2.0,1.286
26,[10],"[0, 4]",2.0,13.907
27,[0],"[1, 3]",2.0,6.429
28,[6],"[16, 14]",2.0,5.301
29,[10],"[19, 3]",2.0,9.36
