number,stop ID,arrival time,departure time,pick up users,drop of users
1,0,07:00:00,08:06:11,[],[]
2,2,08:17:36,08:19:36,['34'],[]
3,4,08:34:22,09:08:07,"['5', '23', '21']",['34']
4,2,09:22:53,09:24:53,[],['5']
5,1,09:30:25,09:32:25,[],['23']
6,0,09:38:37,09:42:00,"['67', '38']",['21']
7,1,09:48:12,09:52:00,"['22', '18']",[]
8,2,09:57:32,09:59:32,[],['67']
9,3,10:05:04,10:07:04,[],['38']
10,4,10:16:18,10:18:18,['33'],"['22', '18']"
11,3,10:27:32,10:29:32,[],['33']
12,1,10:40:37,10:42:37,['69'],[]
13,4,11:02:55,12:24:27,['62'],['69']
14,2,12:39:13,12:42:00,['31'],['62']
15,4,12:56:46,13:00:26,[],['31']
16,3,13:09:40,13:12:00,['16'],[]
17,4,13:21:14,13:31:48,['7'],['16']
18,2,13:46:34,13:48:34,[],['7']
19,0,13:59:59,19:00:00,[],[]
