user ID,used buses,used transfer points,waiting time,ride time,shortest time possible,number of transfers(for shortest)
0,[120],"[10, 0]",4.0,24.17,24.2,1
1,[110],"[7, 8]",2.0,5.38,7.38,1
2,[120],"[8, 12]",5.8,20.63,18.52,1
3,"[110, 21]","[5, 4, 2]",4.6,18.47,22.47,2
4,"[10, 21]","[6, 4, 0]",19.6,35.6,38.7,2
5,"[20, 121]","[11, 4, 2]",16.5,25.57,29.57,2
6,[20],"[4, 8]",4.0,16.23,14.92,1
7,"[20, 121]","[11, 4, 2]",26.0,25.57,29.57,2
8,[20],"[0, 13]",2.0,11.15,13.15,1
9,"[110, 21, 120]","[6, 4, 0, 14]",11.9,43.15,34.25,2
10,[120],"[11, 9]",2.0,3.8,5.8,1
11,[120],"[14, 0]",2.0,7.93,9.93,1
12,"[21, 120]","[4, 0, 14]",8.4,34.43,23.55,1
13,[20],"[9, 10]",2.0,5.92,7.92,1
14,-,-,-,-,18.62,1
15,[10],"[5, 4]",2.0,3.7,5.7,1
16,"[121, 120]","[3, 4, 8]",22.9,22.15,26.15,2
17,[10],"[5, 7]",2.0,7.93,9.93,1
18,"[121, 10]","[1, 4, 6]",27.0,29.02,33.0,2
19,"[10, 20]","[5, 4, 8]",7.3,19.92,11.23,1
20,"[21, 120]","[3, 0, 13]",6.0,28.42,32.0,2
21,"[10, 121]","[7, 4, 0]",25.5,38.13,39.62,2
22,"[121, 10]","[1, 4, 6]",27.0,29.02,33.0,2
23,"[10, 121]","[5, 4, 1]",21.4,24.0,28.0,2
24,"[21, 10]","[1, 4, 6]",17.9,29.02,33.0,2
25,[120],"[14, 11]",2.0,11.08,13.08,1
26,-,-,-,-,30.18,2
27,"[21, 120]","[2, 4, 11]",26.0,25.57,29.57,2
28,[120],"[10, 0]",6.0,24.55,24.2,1
29,-,-,-,-,32.53,2
30,[120],"[0, 11]",4.0,19.02,18.97,1
31,"[121, 20]","[2, 4, 10]",25.0,20.68,24.68,2
32,[21],"[2, 0]",2.0,11.42,13.42,1
33,[121],"[4, 3]",2.0,9.23,11.23,1
34,"[121, 20]","[2, 4, 9]",27.0,26.58,30.58,2
35,[20],"[4, 9]",2.0,11.82,13.82,1
36,-,-,-,-,12.77,1
37,[21],"[1, 3]",4.0,11.08,13.08,1
38,[121],"[0, 3]",7.8,17.27,18.85,1
39,"[21, 10]","[1, 4, 6]",17.9,29.02,33.0,2
40,[21],"[0, 4]",4.0,26.08,28.0,1
41,-,-,-,-,18.13,2
42,[21],"[2, 3]",2.0,5.53,7.53,1
43,[120],"[9, 8]",2.0,10.77,12.77,1
44,-,-,-,-,24.38,2
45,[20],"[14, 8]",8.3,25.63,25.15,1
46,[21],"[1, 4]",2.0,20.3,22.3,1
47,[110],"[7, 6]",2.0,2.77,4.77,1
48,-,-,-,-,17.77,1
49,"[21, 20]","[1, 4, 10]",4.0,26.22,30.22,2
50,"[21, 120]","[1, 0, 11]",20.1,29.03,27.17,2
51,"[120, 21]","[11, 0, 2]",20.6,30.43,29.57,2
52,[21],"[0, 2]",2.0,11.42,13.42,1
53,[20],"[9, 11]",2.0,3.8,5.8,1
54,"[120, 10]","[12, 8, 5]",11.8,32.67,23.47,2
55,[120],"[11, 13]",2.0,11.68,13.68,1
56,[20],"[11, 14]",2.0,11.08,13.08,1
57,[110],"[7, 6]",2.0,2.77,4.77,1
58,[20],"[13, 14]",2.0,3.7,5.7,1
59,"[21, 110]","[3, 4, 7]",6.8,20.38,24.38,2
60,[20],"[12, 13]",2.0,6.72,8.72,1
61,[120],"[11, 9]",4.0,11.45,5.8,1
62,"[20, 121]","[8, 4, 2]",4.0,27.7,31.68,2
63,"[110, 20]","[7, 8, 10]",24.0,15.7,19.7,2
64,"[10, 120]","[6, 4, 11]",4.0,19.52,23.5,2
65,-,-,-,-,24.05,2
66,-,-,-,-,24.03,2
67,"[20, 121]","[9, 0, 2]",11.8,34.55,30.58,2
68,[120],"[11, 10]",2.0,5.53,7.53,1
69,[121],"[1, 4]",2.0,20.3,22.3,1
70,[20],"[14, 9]",2.0,12.55,14.55,1
71,[110],"[7, 6]",2.0,2.77,4.77,1
72,"[20, 21]","[9, 4, 1]",19.5,32.13,29.67,2
73,[10],"[7, 8]",2.0,5.38,7.38,1
74,[120],"[14, 8]",10.3,34.8,25.15,1
75,"[120, 10]","[12, 8, 6]",9.8,26.75,27.73,2
76,"[20, 110]","[13, 8, 6]",27.0,29.15,33.15,2
77,"[21, 110]","[2, 4, 5]",6.0,18.47,22.47,2
78,"[21, 20]","[0, 4, 10]",6.0,32.42,24.2,1
79,[20],"[10, 11]",2.0,5.53,7.53,1
