user ID,used buses,used transfer points,waiting time,ride time
0,-,-,-,-
1,"[9, 92]","[8, 0, 21]",18.9,50.497
2,-,-,-,-
3,"[8, 4]","[1, 4, 16]",23.4,30.578
4,-,-,-,-
5,-,-,-,-
6,-,-,-,-
7,"[9, 64]","[0, 13, 12]",17.9,62.347
8,-,-,-,-
9,[92],"[0, 24]",4.0,45.554
10,[9],"[3, 8]",2.0,9.0
11,-,-,-,-
12,-,-,-,-
13,[4],"[19, 0]",8.6,49.903
14,[8],"[5, 6]",2.0,1.5
15,"[64, 92]","[13, 24, 21]",19.0,41.23
16,"[4, 8, 9]","[19, 4, 3, 7]",6.3,42.956
17,"[4, 8]","[15, 4, 3]",4.0,21.329
18,"[8, 4]","[3, 4, 16]",20.3,15.578
19,-,-,-,-
20,-,-,-,-
21,-,-,-,-
22,-,-,-,-
23,"[8, 4]","[3, 4, 18]",22.8,27.0
24,"[9, 64]","[8, 13, 25]",24.9,41.396
25,-,-,-,-
26,"[64, 92]","[25, 24, 23]",13.0,21.0
27,"[64, 92]","[25, 24, 23]",21.6,21.0
28,-,-,-,-
29,"[92, 64, 9]","[21, 24, 13, 11]",9.9,53.6
30,[92],"[22, 23]",2.0,7.649
31,-,-,-,-
32,"[8, 9]","[4, 3, 11]",5.5,31.5
33,-,-,-,-
34,-,-,-,-
35,[92],"[21, 23]",2.0,15.0
36,[8],"[5, 1]",6.0,34.869
37,-,-,-,-
38,"[92, 64]","[23, 24, 27]",4.0,16.743
39,-,-,-,-
40,[92],"[24, 21]",4.0,27.0
41,"[92, 64]","[0, 24, 26]",16.2,53.054
42,-,-,-,-
43,-,-,-,-
44,-,-,-,-
45,[64],"[25, 27]",4.9,13.743
46,[4],"[20, 17]",5.7,21.423
47,"[8, 4]","[2, 4, 16]",21.4,23.078
48,[64],"[12, 13]",2.0,6.0
49,-,-,-,-
