number,stop ID,arrival time,departure time,pick up users,drop of users
1,21,07:00:00,07:48:41,[],[]
2,13,08:12:59,08:15:00,['24'],[]
3,12,08:17:46,08:21:39,['49'],[]
4,11,08:27:21,08:29:22,['1'],[]
5,3,08:40:26,08:42:26,['55'],"['24', '1']"
6,7,08:49:33,08:51:34,[],['55']
7,0,08:55:01,09:25:06,"['23', '45', '46']",['49']
8,7,09:28:33,09:35:00,"['53', '38']",['23']
9,3,09:42:07,09:44:17,"['37', '54']","['45', '38', '53']"
10,8,09:48:26,09:50:26,[],['54']
11,10,09:56:08,09:58:53,['29'],"['37', '46']"
12,9,10:01:22,10:03:23,['6'],[]
13,8,10:06:50,10:08:51,['17'],[]
14,3,10:13:00,10:20:49,"['28', '51', '34', '43']","['6', '29', '17']"
15,9,10:28:25,10:30:26,[],['34']
16,10,10:32:55,10:34:56,[],['51']
17,11,10:36:53,10:38:53,[],"['28', '43']"
18,13,10:44:35,10:48:53,['10'],[]
19,9,10:57:59,11:00:00,['27'],[]
20,8,11:03:27,11:05:27,[],['27']
21,3,11:09:36,11:21:51,"['44', '3']",['10']
22,11,11:32:55,11:34:55,[],['3']
23,13,11:40:37,11:42:38,[],['44']
24,21,12:06:56,19:00:00,[],[]
