number,stop ID,arrival time,departure time,pick up users,drop of users
1,0,07:00:00,08:03:06,[],[]
2,1,08:07:44,08:09:44,['30'],[]
3,4,08:19:32,08:21:32,['1'],[]
4,6,08:25:23,08:48:52,['0'],"['1', '30']"
5,20,08:54:37,08:56:37,[],['0']
6,6,09:02:22,09:05:49,['38'],[]
7,18,09:08:41,09:13:11,[],['38']
8,19,09:15:00,09:17:00,['32'],[]
9,17,09:21:04,09:23:04,['42'],[]
10,6,09:25:56,09:27:56,"['21', '16']","['42', '32']"
11,0,09:45:11,09:48:26,[],"['21', '16']"
12,2,09:53:53,10:07:00,['52'],[]
13,5,10:16:48,10:51:21,['13'],['52']
14,6,10:53:55,10:55:55,"['14', '33']",['13']
15,5,10:58:29,11:00:29,[],['14']
16,3,11:05:38,11:19:27,[],['33']
17,0,11:30:22,19:00:00,[],[]
