user ID,used buses,used transfer points,waiting time,ride time
0,[20],"[10, 14]",4.0,27.691
1,"[21, 120]","[2, 0, 9]",12.5,55.825
2,"[120, 110]","[11, 4, 6]",4.0,31.708
3,[20],"[4, 14]",4.0,42.527
4,[20],"[11, 14]",2.0,18.0
5,-,-,-,-
6,-,-,-,-
7,[120],"[12, 14]",2.0,10.92
8,[20],"[4, 10]",2.0,9.605
9,[120],"[10, 13]",2.0,27.659
10,[110],"[4, 5]",2.0,6.0
11,"[21, 120]","[3, 4, 11]",23.7,32.557
12,-,-,-,-
13,[21],"[4, 3]",2.0,15.0
14,"[110, 120]","[6, 4, 0]",8.5,59.285
15,[20],"[8, 12]",2.0,26.833
16,-,-,-,-
17,-,-,-,-
18,"[10, 21]","[5, 4, 0]",16.6,49.062
19,"[121, 110]","[3, 4, 5]",18.0,21.0
20,"[21, 120]","[1, 0, 12]",4.0,32.562
21,-,-,-,-
22,"[20, 121]","[8, 4, 3]",19.0,36.0
23,-,-,-,-
24,[120],"[11, 8]",2.0,22.299
25,"[121, 20]","[1, 0, 12]",4.0,32.562
26,[110],"[8, 6]",2.0,11.715
27,"[21, 120]","[2, 0, 12]",15.6,42.378
28,"[120, 10]","[13, 4, 6]",6.0,50.703
29,-,-,-,-
30,"[20, 121]","[14, 0, 2]",4.0,31.457
31,[120],"[13, 12]",2.0,10.92
32,-,-,-,-
33,-,-,-,-
34,[20],"[12, 14]",2.0,10.92
35,-,-,-,-
36,-,-,-,-
37,[20],"[14, 10]",2.0,27.0
38,[120],"[10, 12]",2.0,16.771
39,"[121, 110]","[3, 4, 5]",4.0,21.0
40,"[121, 20]","[1, 0, 11]",6.0,40.64
41,"[21, 120]","[3, 0, 12]",14.6,50.562
42,[20],"[4, 13]",2.0,36.527
43,[121],"[4, 1]",2.0,33.0
44,-,-,-,-
45,"[120, 21]","[13, 0, 2]",4.0,36.679
46,"[21, 120]","[3, 0, 14]",19.6,40.457
47,[121],"[4, 3]",2.0,15.0
48,"[121, 20]","[1, 0, 10]",19.7,46.125
49,[120],"[0, 11]",4.0,30.578
