number,stop ID,arrival time,departure time,pick up users,drop of users
1,0,07:00:00,08:32:00,"['26', '15']",[]
2,7,08:35:27,08:42:00,['44'],[]
3,3,08:49:07,08:51:07,['49'],"['26', '15', '44']"
4,9,08:58:43,09:00:44,['48'],['49']
5,8,09:04:11,09:07:00,['3'],[]
6,3,09:11:09,09:13:09,[],"['48', '3']"
7,8,09:17:18,09:23:45,['6'],[]
8,3,09:27:54,09:29:54,['36'],['6']
9,10,09:39:41,09:42:00,['22'],['36']
10,12,09:48:55,09:50:55,[],['22']
11,10,09:57:50,10:12:00,['18'],[]
12,11,10:13:57,10:16:34,['43'],['18']
13,13,10:22:16,10:24:17,[],['43']
14,11,10:29:59,10:32:00,['9'],[]
15,3,10:43:04,10:45:04,"['47', '45', '12', '17']",['9']
16,8,10:49:13,10:51:13,[],"['17', '45']"
17,10,10:56:55,10:58:56,[],['47']
18,11,11:00:53,11:07:00,['35'],['12']
19,3,11:18:04,11:20:04,[],['35']
20,0,11:29:22,19:00:00,[],[]
