user ID,used buses,used transfer points,waiting time,ride time
0,[20],"[10, 14]",4.0,17.04
1,"[21, 120]","[2, 0, 9]",14.3,34.354
2,"[20, 10]","[11, 4, 6]",24.7,19.513
3,"[21, 120]","[4, 0, 14]",6.9,34.016
4,[20],"[11, 14]",2.0,11.077
5,"[120, 21, 10]","[14, 0, 4, 5]",13.1,37.627
6,"[21, 120]","[3, 0, 14]",16.0,24.785
7,[120],"[12, 14]",8.6,10.412
8,-,-,-,-
9,[120],"[10, 13]",4.0,17.215
10,[10],"[4, 5]",2.0,3.692
11,"[21, 120]","[3, 0, 11]",7.8,35.662
12,-,-,-,-
13,[21],"[4, 3]",2.0,9.231
14,"[10, 120]","[6, 4, 0]",4.5,34.702
15,[120],"[8, 12]",4.0,20.641
16,"[110, 120]","[4, 8, 12]",7.2,29.436
17,"[21, 20]","[1, 4, 10]",15.4,26.218
18,"[110, 120]","[5, 4, 0]",27.1,29.686
19,"[121, 10]","[3, 4, 5]",11.5,12.923
20,"[21, 120]","[1, 0, 12]",5.8,20.038
21,-,-,-,-
22,"[110, 21]","[8, 4, 3]",19.1,22.154
23,"[120, 21]","[11, 0, 1]",9.7,29.501
24,[120],"[11, 8]",2.0,13.723
25,"[121, 120]","[1, 0, 12]",21.8,20.038
26,[10],"[8, 6]",2.0,7.209
27,"[121, 120]","[2, 0, 12]",15.0,26.079
28,"[120, 21, 110]","[13, 0, 4, 6]",9.8,46.335
29,[20],"[13, 0]",2.0,11.154
30,"[20, 121]","[14, 0, 2]",14.9,19.358
31,[20],"[13, 12]",2.0,6.72
32,"[10, 121]","[5, 4, 1]",25.9,24.0
33,"[110, 20]","[4, 8, 9]",4.0,23.688
34,[20],"[12, 14]",2.0,6.72
35,[20],"[14, 8]",2.0,23.151
36,"[120, 21]","[14, 0, 4]",8.0,34.44
37,[20],"[14, 10]",2.0,16.615
38,[120],"[10, 12]",2.0,10.32
39,"[121, 10]","[3, 4, 5]",4.6,12.923
40,"[121, 120]","[1, 0, 11]",23.9,25.009
41,"[21, 120]","[3, 0, 12]",12.7,31.115
42,"[110, 20]","[4, 8, 13]",6.0,35.688
43,[121],"[4, 1]",2.0,20.308
44,[120],"[12, 0]",2.0,13.846
45,"[120, 21]","[13, 0, 2]",8.0,23.364
46,"[121, 120]","[3, 0, 14]",15.0,24.897
47,[21],"[4, 3]",2.0,9.231
48,"[121, 20]","[1, 0, 10]",14.4,28.384
49,[120],"[0, 11]",4.0,18.817
