user ID,used buses,used transfer points,waiting time,ride time
0,[16],"[0, 11]",2.0,17.908
1,[16],"[16, 12]",2.0,8.625
2,[10],"[2, 18]",2.0,15.049
3,"[0, 6]","[3, 6, 16]",21.1,9.533
4,"[6, 10]","[15, 6, 0]",4.0,21.885
5,"[0, 6]","[20, 6, 8]",16.0,21.966
6,"[16, 0]","[10, 6, 18]",16.2,13.318
7,"[0, 6]","[3, 6, 12]",4.0,18.08
8,[16],"[6, 13]",2.0,9.36
9,"[0, 16]","[0, 6, 12]",13.4,27.615
10,[6],"[6, 12]",4.0,10.56
11,"[10, 6]","[20, 6, 12]",14.2,20.259
12,"[10, 6]","[18, 6, 14]",21.3,9.799
13,"[0, 6]","[3, 6, 13]",22.9,17.074
14,"[6, 0]","[13, 6, 20]",19.5,15.528
15,"[6, 10]","[13, 6, 19]",5.6,12.235
16,[10],"[17, 0]",8.0,20.693
17,"[6, 0]","[15, 6, 19]",4.0,7.511
18,[6],"[7, 15]",2.0,9.36
19,[10],"[19, 17]",2.0,4.066
20,"[16, 10]","[7, 6, 2]",11.2,27.442
21,"[6, 10]","[11, 6, 19]",4.0,15.603
22,[0],"[19, 20]",2.0,2.875
23,"[16, 10]","[11, 6, 2]",24.2,24.925
24,[0],"[20, 17]",2.0,6.429
25,"[10, 16]","[17, 6, 10]",22.7,13.241
26,[0],"[19, 2]",2.0,14.375
27,"[16, 10]","[16, 6, 5]",4.4,4.39
28,"[16, 0]","[9, 6, 2]",20.3,23.697
29,[6],"[13, 16]",2.0,7.821
