user ID,used buses,used transfer points,waiting time,ride time
0,[120],"[9, 12]",2.0,5.838
1,[120],"[4, 11]",2.0,10.804
2,[21],"[3, 2]",2.0,5.538
3,[10],"[6, 8]",2.0,7.209
4,"[110, 20]","[5, 4, 13]",23.8,26.188
5,[20],"[8, 14]",2.0,23.151
6,[20],"[13, 11]",12.9,11.691
7,"[110, 121]","[7, 4, 1]",27.0,31.941
8,"[121, 20]","[1, 0, 9]",26.3,25.665
9,"[10, 21]","[7, 4, 2]",25.8,26.402
10,[20],"[13, 12]",2.0,6.72
11,"[110, 121]","[5, 4, 0]",26.6,30.192
12,[120],"[11, 9]",2.0,3.806
13,"[10, 20]","[8, 4, 11]",6.5,27.34
14,"[10, 20]","[7, 4, 12]",6.5,26.929
15,"[110, 21, 120]","[6, 4, 0, 14]",14.3,43.149
16,"[110, 20]","[8, 4, 10]",9.3,18.834
17,[121],"[2, 1]",2.0,5.538
18,[20],"[12, 10]",4.0,10.509
19,"[21, 110]","[1, 4, 7]",17.8,31.461
20,[20],"[13, 4]",23.0,22.495
21,"[21, 110]","[2, 4, 7]",26.0,26.247
22,[110],"[7, 6]",2.0,2.769
23,[21],"[4, 2]",2.0,14.769
24,"[10, 21]","[5, 4, 2]",23.8,18.462
25,[110],"[4, 7]",17.7,12.372
26,[10],"[5, 7]",2.0,7.941
27,[121],"[1, 0]",2.0,6.192
28,"[21, 20]","[1, 4, 10]",22.0,26.218
29,"[110, 21]","[7, 4, 1]",17.6,31.785
30,"[110, 121]","[5, 4, 1]",24.6,24.0
31,"[110, 20]","[5, 4, 13]",23.8,26.188
32,"[120, 110]","[12, 4, 5]",24.8,19.466
33,"[20, 110]","[11, 4, 6]",8.0,19.513
34,[120],"[13, 12]",2.0,6.72
35,[20],"[10, 9]",2.0,5.911
36,[21],"[2, 0]",4.0,11.731
37,[120],"[10, 12]",2.0,10.32
38,[120],"[0, 14]",2.0,7.941
39,[121],"[0, 2]",2.0,11.418
40,[20],"[11, 4]",2.0,10.804
41,[120],"[14, 4]",4.0,21.881
42,[20],"[14, 10]",16.9,20.922
43,[20],"[13, 10]",14.9,17.229
44,[21],"[2, 0]",2.0,11.418
45,[121],"[2, 0]",2.0,11.418
46,[120],"[11, 10]",4.0,16.715
47,"[21, 10]","[1, 4, 7]",17.8,31.461
48,"[21, 110]","[3, 4, 7]",13.0,20.384
49,[120],"[14, 4]",4.0,21.881
50,[120],"[9, 13]",2.0,12.0
51,[21],"[1, 3]",2.0,11.077
52,"[120, 110]","[10, 4, 6]",8.1,15.513
53,"[20, 121]","[14, 0, 1]",4.8,14.133
54,"[21, 120]","[3, 4, 10]",23.4,15.141
55,"[21, 110]","[3, 4, 7]",15.8,20.384
56,[10],"[6, 7]",2.0,2.769
57,"[110, 121]","[8, 4, 0]",16.2,38.917
58,-,-,-,-
59,[10],"[8, 5]",4.0,13.323
60,[120],"[11, 9]",2.0,3.806
61,[120],"[13, 0]",2.0,11.154
62,"[21, 120]","[3, 4, 10]",17.4,15.141
63,"[20, 121, 110]","[13, 0, 4, 5]",10.7,41.825
64,"[121, 110]","[1, 4, 8]",6.0,33.231
65,[10],"[8, 7]",2.0,5.382
66,"[21, 10]","[3, 4, 8]",12.5,26.091
67,[121],"[0, 1]",2.0,6.192
68,[10],"[4, 8]",2.0,12.923
69,"[110, 21]","[7, 4, 2]",7.8,26.247
