number,stop ID,arrival time,departure time,pick up users,drop of users
1,33,07:00:00,08:31:55,[],[]
2,7,08:43:33,08:45:34,['3'],[]
3,6,08:57:12,09:13:16,['0'],['3']
4,15,09:17:54,09:20:00,['8'],[]
5,12,09:25:44,09:27:44,[],['0']
6,7,09:37:46,09:39:47,['7'],[]
7,0,09:49:34,09:51:35,[],"['7', '8']"
8,6,10:08:49,10:10:49,['5'],[]
9,12,10:21:10,10:23:11,[],['5']
10,6,10:33:32,12:25:54,['1'],[]
11,12,12:36:15,12:50:58,[],['1']
12,8,12:58:27,13:40:00,['6'],[]
13,6,13:52:39,13:54:39,[],['6']
14,33,13:54:38,19:00:00,[],[]
