user ID,used buses,used transfer points,waiting time,ride time
0,"[6, 0]","[10, 6, 19]",8.0,18.715
1,[16],"[9, 12]",2.0,6.429
2,"[10, 16]","[1, 0, 12]",6.0,24.912
3,"[6, 0]","[16, 6, 2]",4.0,14.016
4,"[10, 6]","[3, 6, 14]",4.0,14.638
5,[10],"[0, 2]",2.0,5.455
6,[16],"[10, 11]",2.0,3.857
7,[10],"[3, 0]",2.0,10.91
8,"[6, 0]","[9, 6, 20]",18.8,22.544
9,[6],"[6, 10]",2.0,10.366
10,[10],"[4, 20]",11.3,9.607
11,"[6, 0]","[11, 6, 4]",23.9,16.585
12,"[0, 6]","[2, 6, 16]",19.5,14.016
13,"[10, 16]","[1, 0, 13]",8.0,27.483
14,[0],"[19, 5]",2.0,4.636
15,"[10, 16]","[5, 6, 11]",21.9,16.794
16,[0],"[0, 6]",4.0,17.565
17,"[16, 0]","[10, 0, 5]",6.1,29.369
18,[16],"[8, 15]",2.0,9.091
19,[6],"[14, 15]",2.0,2.571
20,[0],"[1, 5]",6.0,11.196
21,"[16, 10]","[8, 6, 19]",23.6,15.538
22,[0],"[18, 17]",2.0,2.571
23,"[16, 0]","[14, 6, 5]",5.1,9.495
24,"[0, 6]","[17, 6, 15]",4.0,7.511
25,[0],"[18, 20]",2.0,3.857
26,[6],"[12, 15]",2.0,5.75
27,[0],"[2, 4]",2.0,8.625
28,"[0, 16]","[17, 6, 13]",4.0,12.235
29,[16],"[12, 0]",17.9,22.089
