number,stop ID,arrival time,departure time,pick up users,drop of users
1,32,07:00:00,08:12:29,[],[]
2,5,08:27:28,08:40:00,['3'],[]
3,6,08:42:34,08:44:34,[],['3']
4,5,08:47:08,08:55:00,['19'],[]
5,6,08:57:34,08:59:34,[],['19']
6,19,09:02:26,09:06:22,['25'],[]
7,6,09:09:14,09:11:14,"['14', '2']",[]
8,5,09:13:48,09:15:48,[],['14']
9,4,09:17:05,09:19:06,[],['2']
10,1,09:28:53,09:31:52,[],['25']
11,3,09:38:17,09:40:18,['8'],[]
12,6,09:48:00,09:50:01,['18'],[]
13,17,09:52:53,09:54:54,['21'],[]
14,19,09:58:57,10:00:58,[],['18']
15,20,10:03:50,10:05:50,[],"['21', '8']"
16,18,10:09:41,11:00:00,['26'],[]
17,6,11:02:52,11:14:21,['24'],['26']
18,19,11:17:13,11:21:11,[],['24']
19,6,11:24:03,11:26:04,['17'],[]
20,1,11:39:29,11:41:30,[],['17']
21,32,11:46:08,19:00:00,[],[]
