user ID,used buses,used transfer points,waiting time,ride time
0,[29],"[0, 7]",2.0,3.462
1,"[19, 18]","[7, 3, 4]",19.4,10.589
2,"[29, 28]","[13, 3, 6]",21.8,26.05
3,"[18, 19]","[5, 3, 13]",25.4,22.701
4,"[29, 18]","[8, 3, 2]",4.0,7.615
5,"[29, 18]","[7, 3, 2]",4.0,10.589
6,"[29, 18]","[12, 3, 2]",8.0,20.247
7,[18],"[3, 4]",2.0,3.462
8,"[28, 29]","[4, 3, 9]",11.3,11.077
9,[18],"[2, 4]",9.2,6.923
10,[29],"[0, 12]",8.1,27.04
11,[19],"[7, 3]",2.0,7.128
12,"[19, 28]","[12, 3, 4]",22.3,20.175
13,"[28, 29]","[1, 3, 11]",23.2,18.993
14,"[29, 18]","[10, 3, 6]",21.0,15.5
15,[29],"[10, 7]",6.0,16.991
16,-,-,-,-
17,[18],"[1, 2]",2.0,3.462
18,"[28, 19]","[6, 3, 11]",9.3,16.786
19,[29],"[13, 12]",2.0,2.769
20,-,-,-,-
21,[19],"[10, 7]",11.4,16.918
22,"[19, 28]","[8, 3, 5]",11.8,10.069
23,-,-,-,-
24,[28],"[1, 0]",2.0,6.231
25,[18],"[0, 3]",2.0,9.314
26,"[29, 28]","[8, 3, 4]",4.0,7.615
27,[28],"[2, 6]",6.0,10.069
28,"[19, 18]","[7, 3, 5]",19.4,16.298
29,"[29, 18]","[9, 3, 5]",16.5,16.786
30,"[18, 29]","[6, 3, 9]",6.0,16.992
31,[18],"[5, 3]",2.0,5.915
32,[18],"[3, 0]",2.0,9.314
33,[28],"[0, 2]",2.0,7.128
34,[29],"[9, 3]",2.0,7.615
35,"[28, 19]","[1, 3, 8]",19.1,11.077
36,[19],"[0, 11]",8.5,21.666
37,"[18, 29]","[4, 3, 13]",6.0,20.183
38,"[28, 29]","[6, 3, 10]",13.1,15.5
39,-,-,-,-
40,[29],"[11, 12]",2.0,5.709
41,"[18, 19]","[4, 3, 9]",7.3,11.077
42,[18],"[3, 6]",2.0,5.709
43,[28],"[2, 6]",6.0,10.069
44,"[18, 29]","[2, 3, 8]",19.5,7.615
45,"[18, 29]","[5, 3, 9]",8.5,13.53
46,[19],"[8, 3]",2.0,4.154
47,"[28, 29]","[6, 0, 7]",14.3,19.677
48,[19],"[7, 12]",8.0,23.914
49,[19],"[9, 3]",2.0,7.615
50,[19],"[7, 9]",15.2,14.743
51,-,-,-,-
52,-,-,-,-
53,[18],"[5, 1]",10.8,12.838
54,"[28, 19]","[5, 3, 11]",22.2,16.992
55,[19],"[0, 11]",8.0,21.666
56,[18],"[2, 0]",4.0,9.692
57,"[28, 29]","[4, 3, 8]",4.0,7.615
58,"[19, 18]","[11, 3, 2]",22.8,14.538
59,[29],"[0, 9]",10.5,18.205
60,[19],"[12, 7]",22.2,23.849
61,[28],"[3, 5]",2.0,5.915
62,"[28, 29]","[1, 0, 8]",6.0,20.639
63,"[29, 18]","[10, 3, 4]",16.5,13.573
64,[29],"[12, 10]",2.0,6.923
65,"[29, 18]","[10, 3, 4]",6.0,13.573
66,-,-,-,-
67,[28],"[0, 1]",2.0,6.231
68,"[28, 29]","[1, 3, 9]",22.3,14.538
69,[18],"[4, 1]",2.0,10.385
70,"[18, 19]","[5, 3, 0]",4.0,15.229
71,[19],"[3, 9]",2.0,7.615
72,-,-,-,-
73,[28],"[3, 1]",2.0,6.923
74,"[29, 28]","[9, 3, 6]",14.5,17.478
75,"[19, 18]","[13, 3, 2]",24.8,20.247
76,"[19, 18]","[12, 3, 6]",13.4,22.423
77,[29],"[13, 12]",2.0,2.769
78,[18],"[4, 6]",2.0,5.915
79,"[28, 29]","[4, 3, 11]",13.3,14.538
80,"[29, 28]","[9, 3, 5]",12.5,16.786
81,[29],"[7, 10]",6.0,17.239
82,[28],"[2, 0]",2.0,7.128
83,"[28, 29]","[1, 0, 9]",13.3,24.435
84,[18],"[2, 6]",11.2,12.838
85,[29],"[9, 7]",6.4,14.743
86,"[18, 19]","[2, 3, 8]",15.6,7.615
87,[18],"[6, 2]",2.0,7.359
88,"[19, 28]","[7, 3, 5]",5.3,13.043
89,-,-,-,-
