user ID,used buses,used transfer points,waiting time,ride time
0,"[110, 20]","[5, 4, 0]",4.3,48.24
1,[120],"[9, 0]",4.0,37.625
2,"[121, 20]","[3, 4, 11]",10.9,32.557
3,-,-,-,-
4,"[120, 10]","[10, 4, 7]",6.0,28.256
5,-,-,-,-
6,-,-,-,-
7,-,-,-,-
8,-,-,-,-
9,"[121, 20]","[1, 0, 10]",19.5,46.125
10,[21],"[4, 0]",2.0,42.24
11,"[110, 121]","[6, 4, 0]",11.5,56.391
12,[121],"[3, 2]",2.0,9.0
13,"[10, 20, 121]","[6, 4, 0, 1]",6.3,66.454
14,-,-,-,-
15,"[110, 121]","[5, 4, 3]",14.2,21.0
16,[120],"[14, 11]",2.0,18.0
17,[20],"[14, 10]",4.0,27.691
18,"[10, 120]","[7, 8, 13]",13.2,45.739
19,[110],"[8, 5]",2.0,15.0
20,"[10, 21]","[7, 4, 2]",21.6,42.651
21,[20],"[9, 10]",2.0,9.605
22,[110],"[4, 6]",4.0,15.605
23,"[10, 120]","[7, 8, 13]",6.9,45.739
24,[120],"[4, 9]",2.0,19.209
25,"[121, 110]","[3, 4, 6]",4.0,29.151
26,"[10, 120]","[6, 8, 9]",14.0,30.739
27,"[20, 110]","[9, 4, 5]",11.5,25.209
28,"[110, 21]","[8, 4, 3]",4.0,36.0
29,"[10, 21]","[8, 4, 3]",6.0,36.0
30,"[20, 110]","[10, 4, 6]",4.0,23.756
31,"[10, 120]","[5, 8, 13]",8.9,58.643
32,-,-,-,-
33,"[10, 21]","[5, 4, 2]",6.0,30.0
34,"[21, 110]","[0, 4, 7]",4.8,60.365
35,"[10, 20]","[7, 4, 0]",6.7,60.891
36,"[120, 110]","[9, 8, 6]",5.8,29.208
37,[121],"[1, 0]",2.0,10.062
38,"[21, 110]","[2, 4, 8]",16.6,45.0
39,[20],"[12, 13]",2.0,10.92
40,"[21, 10]","[2, 4, 5]",23.3,30.0
41,-,-,-,-
42,"[20, 10]","[11, 8, 6]",16.0,35.546
43,"[120, 110]","[11, 4, 5]",22.2,23.557
44,"[20, 110]","[10, 4, 8]",4.2,30.605
45,"[120, 121]","[10, 4, 1]",19.4,42.605
46,[21],"[3, 2]",2.0,9.0
47,"[110, 121]","[8, 4, 3]",24.2,36.0
48,[20],"[0, 12]",4.1,23.824
49,"[20, 110]","[12, 8, 5]",6.0,45.377
50,[10],"[6, 8]",2.0,11.715
51,"[121, 20]","[2, 4, 12]",4.0,49.632
52,-,-,-,-
53,[120],"[4, 9]",2.0,19.209
54,"[20, 121]","[11, 0, 1]",9.9,47.185
55,"[21, 120]","[3, 4, 10]",18.6,24.605
56,[121],"[4, 2]",2.0,24.0
57,-,-,-,-
58,"[120, 121]","[10, 4, 2]",17.4,33.605
59,"[110, 20]","[6, 4, 11]",23.6,31.708
