user ID,used buses,used transfer points,waiting time,ride time
0,"[64, 9]","[24, 13, 10]",22.8,14.262
1,"[92, 64]","[22, 24, 12]",4.0,13.063
2,"[92, 4]","[21, 0, 15]",4.0,17.563
3,"[92, 64]","[21, 24, 12]",23.9,16.498
4,[4],"[4, 15]",2.0,6.383
5,[9],"[3, 13]",4.0,16.721
6,-,-,-,-
7,"[64, 9, 8]","[12, 13, 3, 5]",28.5,25.47
8,[4],"[19, 18]",2.0,2.077
9,"[9, 8]","[11, 3, 0]",20.1,20.391
10,-,-,-,-
11,"[4, 8, 9]","[20, 4, 3, 10]",26.6,29.545
12,[92],"[23, 22]",2.0,3.53
13,-,-,-,-
14,"[4, 92]","[18, 0, 24]",18.6,41.987
15,"[8, 9]","[5, 3, 9]",4.0,13.53
16,"[64, 92, 8]","[26, 24, 0, 1]",28.9,30.565
17,[92],"[22, 23]",2.0,3.53
18,"[4, 8, 9]","[19, 4, 3, 9]",22.6,22.154
19,"[64, 92, 4]","[13, 24, 0, 14]",23.3,32.979
20,[9],"[11, 3]",2.0,11.077
21,"[9, 64]","[9, 13, 24]",22.7,16.52
22,-,-,-,-
23,"[9, 8, 4]","[11, 3, 4, 19]",11.0,23.775
24,"[9, 8]","[9, 3, 2]",14.1,11.077
25,"[92, 4]","[21, 0, 4]",6.0,23.946
26,[64],"[12, 25]",2.0,4.037
27,-,-,-,-
28,-,-,-,-
29,[8],"[5, 6]",2.0,0.692
30,"[8, 9, 64]","[6, 3, 13, 27]",22.3,26.76
31,[92],"[24, 22]",2.0,9.027
32,-,-,-,-
33,-,-,-,-
34,-,-,-,-
35,-,-,-,-
36,-,-,-,-
37,"[8, 9, 64]","[5, 3, 13, 24]",26.1,32.46
38,"[9, 8]","[11, 3, 0]",19.7,20.391
39,[8],"[5, 4]",2.0,5.709
