number,stop ID,arrival time,departure time,pick up users,drop of users
1,16,07:00:00,07:59:16,[],[]
2,11,08:12:59,08:15:00,['31'],[]
3,9,08:18:48,08:20:48,[],['31']
4,12,08:26:38,08:40:00,['1'],[]
5,13,08:46:43,08:48:43,['32'],[]
6,14,08:52:24,08:54:24,[],['1']
7,0,09:02:20,09:08:10,['39'],['32']
8,13,09:19:19,09:21:19,[],['39']
9,11,09:32:59,09:35:00,"['11', '2']",[]
10,4,09:45:48,09:50:41,"['23', '34']","['11', '2']"
11,10,09:56:35,09:58:36,[],['23']
12,9,10:04:30,10:10:00,['36'],['34']
13,10,10:15:54,10:29:17,['5'],[]
14,4,10:35:11,10:37:11,['14'],"['36', '5']"
15,11,10:47:59,10:50:00,['10'],[]
16,12,10:54:58,10:56:58,[],['10']
17,13,11:03:41,11:09:41,[],['14']
18,8,11:31:37,11:33:37,"['7', '29', '24']",[]
19,9,11:44:22,11:46:23,[],['29']
20,12,11:52:13,11:54:14,[],['24']
21,0,12:08:04,12:10:04,[],['7']
22,16,12:40:18,19:00:00,[],[]
