number,stop ID,arrival time,departure time,pick up users,drop of users
1,8,07:00:00,08:14:37,[],[]
2,7,08:20:00,08:22:00,['20'],[]
3,9,08:27:23,08:36:00,['22'],[]
4,12,08:41:50,08:43:50,['35'],[]
5,0,08:57:41,08:59:41,"['15', '38', '29', '19']","['20', '22', '35']"
6,12,09:13:32,09:15:32,[],['29']
7,11,09:20:30,09:22:30,[],['15']
8,10,09:28:02,09:30:02,[],['19']
9,7,09:36:30,09:39:23,"['34', '9']",['38']
10,9,09:44:46,09:46:46,[],"['34', '9']"
11,14,09:59:19,10:12:00,['3'],[]
12,12,10:18:43,10:22:41,['18'],[]
13,11,10:27:39,10:29:39,[],['18']
14,7,10:38:10,10:47:00,"['16', '0']",['3']
15,11,10:55:31,11:04:57,['10'],[]
16,12,11:09:55,11:14:10,[],"['0', '10']"
17,0,11:28:01,11:30:01,['6'],['16']
18,10,11:52:13,11:54:13,[],['6']
19,8,12:04:32,19:00:00,[],[]
