user ID,used buses,used transfer points,waiting time,ride time
0,[10],"[5, 6]",2.0,5.911
1,[20],"[10, 8]",2.0,10.32
2,"[30, 14]","[16, 21, 22]",24.8,19.598
3,"[20, 14]","[14, 13, 25]",9.1,6.611
4,"[14, 20]","[21, 13, 14]",24.2,17.415
5,-,-,-,-
6,[10],"[6, 7]",2.0,2.769
7,[20],"[8, 4]",2.0,12.923
8,[30],"[0, 20]",2.0,16.641
9,[14],"[23, 25]",2.0,3.916
10,[21],"[1, 3]",2.0,11.077
11,"[20, 21]","[12, 0, 3]",4.0,30.691
12,-,-,-,-
13,"[10, 21, 30]","[6, 4, 0, 18]",31.8,46.461
14,[30],"[0, 17]",2.0,8.51
15,[10],"[6, 5]",2.0,5.911
16,"[20, 21]","[14, 4, 2]",6.7,36.319
17,-,-,-,-
18,[30],"[17, 18]",2.0,3.692
19,"[21, 20]","[3, 4, 9]",4.0,21.052
