number,stop ID,arrival time,departure time,pick up users,drop of users
1,27,07:00:00,07:44:50,[],[]
2,14,08:07:59,08:10:00,['16'],[]
3,4,08:31:32,08:36:13,['19'],['16']
4,9,08:48:02,08:57:09,[],['19']
5,12,09:02:59,09:05:00,['11'],[]
6,0,09:18:50,09:20:50,[],['11']
7,14,09:28:46,09:40:00,['3'],[]
8,13,09:43:41,09:45:41,[],['3']
9,10,10:02:42,10:10:00,['1'],[]
10,8,10:20:19,10:25:00,['7'],['1']
11,4,10:37:55,10:39:55,[],['7']
12,13,11:02:23,11:20:52,['4'],[]
13,14,11:24:33,11:26:33,[],['4']
14,27,11:49:42,19:00:00,[],[]
