number,stop ID,arrival time,departure time,pick up users,drop of users
1,0,07:00:00,07:53:48,[],[]
2,1,08:00:00,08:02:00,['10'],[]
3,4,08:22:18,08:38:28,['89'],['10']
4,2,08:53:14,08:55:14,[],['89']
5,4,09:10:00,09:12:00,"['27', '8']",[]
6,1,09:32:18,09:34:18,[],['8']
7,0,09:40:30,09:53:48,[],['27']
8,1,10:00:00,10:02:00,['87'],[]
9,0,10:08:12,10:25:09,['71'],['87']
10,1,10:31:21,11:07:00,['46'],['71']
11,4,11:27:18,11:47:00,"['80', '40']",['46']
12,3,11:56:14,12:12:00,['83'],['80']
13,0,12:28:51,12:30:51,[],"['40', '83']"
14,2,12:42:16,12:56:15,['76'],[]
15,0,13:07:40,19:00:00,[],['76']
