number,stop ID,arrival time,departure time,pick up users,drop of users
1,8,07:00:00,08:00:00,[],[]
2,7,08:05:23,08:17:00,"['38', '8']",[]
3,5,08:24:56,08:26:56,[],"['8', '38']"
4,4,08:30:38,08:53:43,"['14', '42']",[]
5,5,08:57:25,08:59:25,['37'],"['14', '42']"
6,4,09:03:07,09:05:07,['2'],['37']
7,5,09:08:49,09:14:05,['10'],['2']
8,6,09:20:00,09:22:00,['23'],[]
9,7,09:24:46,09:26:46,['4'],[]
10,8,09:32:09,10:49:41,['31'],"['10', '4', '23']"
11,7,10:55:04,10:57:04,[],['31']
12,8,11:02:27,11:40:46,"['7', '36']",[]
13,7,11:46:09,11:48:09,[],"['7', '36']"
14,8,11:53:32,19:00:00,[],[]
