user ID,used buses,used transfer points,waiting time,ride time
0,[21],"[0, 1]",2.0,6.192
1,"[30, 14]","[19, 21, 24]",4.0,24.289
2,-,-,-,-
3,"[30, 21]","[21, 0, 3]",8.0,38.066
4,"[20, 30]","[10, 0, 15]",7.3,30.944
5,"[21, 20]","[2, 4, 10]",4.0,20.68
6,"[20, 21]","[11, 0, 1]",12.5,29.501
7,"[30, 21, 10]","[19, 0, 4, 5]",21.9,44.851
8,-,-,-,-
9,-,-,-,-
10,"[21, 10]","[3, 4, 5]",22.6,12.923
11,"[30, 21, 20]","[17, 0, 4, 8]",16.5,50.928
12,-,-,-,-
13,-,-,-,-
14,"[20, 14]","[10, 13, 23]",10.8,23.677
15,-,-,-,-
16,"[14, 20, 30]","[24, 13, 0, 16]",28.5,24.645
17,-,-,-,-
18,[21],"[4, 3]",2.0,9.231
19,"[21, 20]","[1, 0, 10]",4.0,28.384
20,[20],"[4, 0]",8.0,34.113
21,"[20, 14, 30]","[12, 13, 21, 18]",13.5,29.673
22,"[30, 14]","[16, 21, 24]",4.0,31.887
23,"[14, 20, 21]","[23, 13, 4, 3]",26.6,38.366
24,"[14, 20]","[24, 13, 14]",21.6,10.722
25,"[14, 30]","[13, 21, 19]",4.0,20.184
26,"[30, 14]","[20, 21, 22]",4.0,9.231
27,"[14, 20]","[21, 13, 9]",4.0,25.723
28,[10],"[6, 5]",2.0,5.911
29,"[14, 20, 10]","[25, 13, 4, 5]",19.1,29.09
