number,stop ID,arrival time,departure time,pick up users,drop of users
1,27,07:00:00,08:36:46,[],[]
2,13,08:58:42,09:00:43,['27'],[]
3,9,09:12:43,09:27:05,[],['27']
4,10,09:32:59,09:35:00,['14'],[]
5,13,09:52:01,09:54:01,[],['14']
6,12,10:00:44,10:10:00,['21'],[]
7,13,10:16:43,10:18:43,[],['21']
8,4,10:41:11,11:00:12,['20'],[]
9,11,11:11:00,11:13:00,['6'],[]
10,13,11:24:40,11:26:40,['24'],[]
11,14,11:30:21,11:32:22,[],['24']
12,0,11:40:18,12:03:13,['19'],"['20', '6']"
13,10,12:25:24,12:27:24,['4'],['19']
14,13,12:44:25,12:46:26,['16'],[]
15,0,12:57:35,12:59:35,[],"['4', '16']"
16,13,13:10:44,13:12:44,"['29', '23']",[]
17,4,13:35:12,13:37:13,"['5', '11']","['29', '23']"
18,10,13:43:07,13:45:07,[],['5']
19,8,13:55:26,13:57:27,[],['11']
20,27,13:57:27,19:00:00,[],[]
