number,stop ID,arrival time,departure time,pick up users,drop of users
1,28,07:00:00,07:54:32,[],[]
2,7,07:57:59,08:00:00,['11'],[]
3,0,08:03:27,08:05:27,[],['11']
4,11,08:24:05,08:26:06,['12'],[]
5,3,08:37:10,08:39:10,['10'],['12']
6,13,08:55:50,08:57:51,"['7', '18']",['10']
7,3,09:14:31,09:16:46,[],['7']
8,8,09:20:55,09:22:55,['16'],[]
9,3,09:27:04,09:29:04,['3'],"['16', '18']"
10,9,09:36:40,09:38:41,[],['3']
11,10,09:41:10,09:45:59,['15'],[]
12,3,09:55:46,09:57:46,[],['15']
13,0,10:07:04,10:09:05,['14'],[]
14,3,10:18:23,10:20:24,[],['14']
15,13,10:37:04,10:39:04,"['9', '6']",[]
16,3,10:55:44,10:57:45,['1'],"['9', '6']"
17,7,11:04:52,11:06:52,[],['1']
18,28,11:10:19,19:00:00,[],[]
