km travelled total: 948.619
empty km total: 312.746
used km total: 635.873
system efficiency: 0.942
deviation factor: 1.089
vehicle utilization: 1.53
empty km share: 0.33
Number of Requests accepted: 74
Relative MIP Gap Number Requests: 6
Relative MIP Gap KM travelled: 6
Number of Split Requests: 179
Event Graph Nodes: 1560
Event Graph Edges: 10653
computation time for reading in: 00:00:00
computation time for building event graph: 00:00:00
computation time for building model: 00:00:00
computation time for solving first model: 00:10:00
computation time for solving second model: 00:05:00
