user ID,used buses,used transfer points,waiting time,ride time
0,[20],"[11, 9]",2.0,3.806
1,[120],"[8, 0]",8.7,33.095
2,[20],"[9, 4]",2.0,11.821
3,[21],"[4, 2]",2.0,14.769
4,[20],"[10, 14]",4.0,27.46
5,"[20, 110]","[12, 4, 7]",4.0,26.927
6,[20],"[10, 4]",2.0,5.911
7,"[10, 20]","[5, 4, 10]",5.4,9.603
8,[20],"[4, 11]",2.0,10.804
9,[10],"[5, 4]",2.0,3.692
10,"[10, 121]","[8, 4, 3]",22.8,22.154
11,[120],"[4, 10]",2.0,5.911
12,"[121, 10]","[2, 4, 8]",8.4,27.692
13,"[121, 110]","[3, 4, 6]",21.6,17.939
14,[21],"[3, 0]",2.0,16.845
15,"[21, 120]","[1, 0, 13]",5.6,17.346
16,"[21, 110, 120]","[3, 4, 8, 13]",6.0,44.095
17,[10],"[4, 6]",4.0,9.603
18,"[10, 21]","[8, 4, 2]",6.0,27.692
19,"[121, 20]","[1, 4, 10]",5.5,26.218
20,[110],"[7, 6]",2.0,2.769
21,[20],"[10, 4]",2.0,5.911
22,[20],"[13, 10]",2.0,17.021
23,[120],"[10, 4]",2.0,5.911
24,[120],"[14, 0]",2.0,7.941
25,[10],"[6, 4]",16.7,9.603
26,[20],"[11, 13]",2.0,11.676
27,"[20, 21]","[10, 0, 2]",6.0,35.584
28,"[120, 10]","[9, 8, 5]",19.0,19.996
29,"[121, 10, 120]","[2, 4, 8, 9]",14.6,38.457
30,"[20, 121]","[12, 0, 1]",4.0,20.038
31,[110],"[4, 8]",2.0,12.923
32,[10],"[4, 8]",2.0,12.923
33,[120],"[4, 14]",2.0,21.549
34,[20],"[0, 12]",2.0,13.846
35,"[10, 20]","[5, 8, 13]",11.6,39.461
36,"[120, 110]","[11, 8, 6]",4.0,20.932
37,[20],"[0, 12]",2.0,13.846
38,[121],"[3, 1]",2.0,11.077
39,[20],"[12, 0]",2.0,13.846
40,"[110, 20]","[6, 4, 12]",14.2,24.482
41,[120],"[8, 9]",2.0,10.765
42,"[20, 10]","[13, 8, 5]",21.4,31.172
43,"[10, 20]","[7, 8, 11]",4.0,19.105
44,[20],"[12, 0]",2.0,13.846
45,[20],"[12, 11]",2.0,4.971
46,[120],"[0, 12]",2.0,13.846
47,"[21, 120]","[2, 0, 8]",9.6,44.826
48,"[120, 10]","[9, 8, 7]",4.0,16.147
49,[10],"[4, 8]",2.0,12.923
