number,stop ID,arrival time,departure time,pick up users,drop of users
1,15,07:00:00,08:22:00,[],[]
2,4,08:47:59,08:49:59,"['47', '22', '3']",[]
3,3,08:59:12,09:01:13,[],"['47', '22']"
4,0,09:18:03,09:20:04,"['23', '45', '36']",['3']
5,1,09:26:15,09:28:16,[],['23']
6,2,09:33:48,09:35:48,[],['45']
7,4,09:50:34,10:20:00,['13'],['36']
8,3,10:29:13,11:25:00,['39'],['13']
9,4,11:34:13,11:36:13,[],['39']
10,3,11:45:26,11:48:48,['19'],[]
11,4,11:58:01,12:07:34,['32'],['19']
12,1,12:27:52,14:00:00,['48'],['32']
13,0,14:06:11,14:11:41,[],['48']
14,15,14:11:40,19:00:00,[],[]
