number,stop ID,arrival time,departure time,pick up users,drop of users
1,28,07:00:00,08:05:09,[],[]
2,16,08:27:59,08:30:00,['20'],[]
3,0,08:40:30,08:42:30,[],['20']
4,18,09:01:17,09:50:00,['5'],[]
5,0,10:08:47,10:10:47,"['9', '36']",['5']
6,16,10:21:16,10:23:17,[],['9']
7,20,10:40:46,10:42:47,[],['36']
8,17,10:57:46,11:10:00,['35'],[]
9,16,11:19:00,11:25:00,['49'],[]
10,0,11:35:30,11:37:30,[],"['35', '49']"
11,18,11:56:17,11:58:17,['39'],[]
12,0,12:17:04,12:24:10,['43'],['39']
13,16,12:34:39,12:36:40,[],['43']
14,0,12:47:09,12:49:10,"['32', '27']",[]
15,16,12:59:39,13:01:40,[],['27']
16,19,13:15:29,13:17:30,[],['32']
17,17,13:28:00,13:30:00,['4'],[]
18,0,13:43:49,13:45:49,[],['4']
19,28,14:18:34,19:00:00,[],[]
