user ID,used buses,used transfer points,waiting time,ride time
0,"[6, 7]","[7, 0, 26]",12.9,24.451
1,[7],"[28, 27]",2.0,3.637
2,"[6, 0]","[10, 6, 17]",20.0,14.067
3,"[7, 6]","[22, 0, 8]",4.0,19.852
4,"[8, 7]","[17, 28, 23]",16.7,25.178
5,[0],"[20, 4]",4.0,9.607
6,-,-,-,-
7,"[0, 7]","[2, 0, 23]",22.1,13.418
8,"[8, 6]","[31, 6, 13]",9.8,21.632
9,"[0, 6]","[3, 6, 11]",8.7,23.921
10,"[7, 8]","[22, 28, 29]",21.3,22.543
11,-,-,-,-
12,-,-,-,-
13,-,-,-,-
14,"[6, 7]","[15, 0, 24]",6.0,27.366
15,"[8, 6]","[29, 6, 9]",9.1,17.25
16,"[7, 8, 0]","[23, 28, 6, 3]",8.9,33.943
17,[0],"[3, 1]",11.2,6.741
18,"[0, 6]","[3, 6, 13]",6.7,17.493
19,"[8, 0]","[30, 6, 18]",16.0,14.071
20,"[6, 7]","[8, 0, 27]",18.2,29.594
21,[0],"[6, 18]",2.0,2.875
22,-,-,-,-
23,"[0, 8]","[2, 17, 30]",4.0,20.931
24,-,-,-,-
25,-,-,-,-
26,[6],"[10, 15]",2.0,6.556
27,"[0, 6]","[17, 6, 12]",4.0,13.241
28,"[6, 0]","[13, 6, 0]",16.8,26.925
29,"[7, 8, 6]","[21, 28, 6, 15]",12.6,34.702
30,[7],"[28, 25]",4.0,7.494
31,"[8, 7]","[17, 28, 25]",14.6,20.036
32,-,-,-,-
33,[0],"[0, 20]",9.8,26.553
34,-,-,-,-
35,-,-,-,-
36,"[8, 6]","[30, 6, 7]",15.1,25.267
37,"[6, 0]","[12, 6, 5]",16.8,14.503
38,[8],"[30, 28]",2.0,6.556
39,-,-,-,-
