user ID,used buses,used transfer points,waiting time,ride time
0,"[20, 10]","[10, 8, 5]",4.0,19.551
1,"[121, 20]","[2, 0, 14]",4.0,19.358
2,"[120, 110]","[11, 8, 7]",4.0,19.105
3,"[110, 120]","[6, 8, 13]",24.0,29.974
4,"[20, 21]","[11, 0, 3]",9.1,35.862
5,"[21, 20]","[3, 4, 12]",4.0,25.004
6,[10],"[6, 4]",12.5,9.603
7,[10],"[5, 6]",2.0,5.911
8,"[10, 120]","[5, 4, 9]",22.2,15.513
9,[120],"[9, 14]",2.0,12.555
10,"[10, 121]","[5, 4, 3]",22.6,12.923
11,"[10, 121]","[8, 4, 3]",21.6,26.043
12,"[20, 121]","[13, 0, 4]",7.5,37.341
13,[120],"[9, 13]",2.0,12.0
14,"[21, 20]","[1, 0, 12]",20.0,24.066
15,"[121, 20]","[2, 0, 14]",19.0,19.358
16,"[10, 20, 121]","[5, 8, 4, 1]",7.4,42.462
17,"[10, 21]","[5, 4, 2]",4.0,18.462
18,"[10, 20]","[5, 4, 9]",4.0,15.513
19,"[10, 20]","[5, 4, 14]",25.9,25.574
20,"[121, 110]","[0, 4, 8]",11.3,39.11
21,"[20, 121]","[9, 0, 2]",18.5,34.571
22,[120],"[4, 11]",2.0,10.804
23,"[20, 21]","[14, 0, 1]",4.0,14.133
24,"[121, 20]","[1, 4, 11]",4.0,31.112
25,"[120, 110]","[11, 8, 7]",4.0,19.105
26,[120],"[0, 10]",6.0,28.194
27,[120],"[0, 10]",6.0,28.194
28,"[121, 10, 20]","[2, 4, 8, 10]",7.7,38.013
29,[20],"[13, 11]",4.0,11.691
30,[120],"[10, 0]",2.0,22.192
31,"[10, 20]","[6, 4, 11]",18.8,20.407
32,"[110, 120]","[8, 4, 9]",4.7,24.744
33,[10],"[5, 4]",2.0,3.692
34,[120],"[13, 12]",2.0,6.72
35,"[110, 120]","[6, 8, 13]",8.9,42.613
36,[120],"[4, 10]",2.0,5.911
37,[110],"[6, 8]",2.0,7.209
38,"[20, 21, 10]","[14, 0, 4, 5]",10.0,38.133
39,[121],"[2, 1]",2.0,5.538
