number,stop ID,arrival time,departure time,pick up users,drop of users
1,15,07:00:00,08:27:39,[],[]
2,3,08:44:29,08:46:30,['46'],[]
3,2,08:52:02,08:58:35,['27'],[]
4,0,09:10:00,09:12:00,[],"['46', '27']"
5,4,09:37:59,09:40:00,['43'],[]
6,1,10:00:18,10:10:00,"['40', '25']",['43']
7,0,10:16:11,10:24:55,['12'],"['25', '40']"
8,4,10:50:54,11:20:42,['14'],['12']
9,3,11:29:55,11:31:56,['41'],[]
10,2,11:37:28,11:41:48,['1'],[]
11,1,11:47:20,11:50:00,['20'],[]
12,0,11:56:11,12:00:00,[],"['1', '14', '20', '41']"
13,1,12:06:11,14:00:00,['48'],[]
14,0,14:06:11,14:18:39,[],['48']
15,15,14:18:38,19:00:00,[],[]
