number,stop ID,arrival time,departure time,pick up users,drop of users
1,32,07:00:00,07:49:03,[],[]
2,19,08:08:40,08:10:41,['33'],[]
3,6,08:13:33,08:17:15,[],['33']
4,20,08:22:59,08:25:00,['2'],[]
5,18,08:28:51,08:30:51,[],['2']
6,6,08:33:43,09:42:20,['6'],[]
7,4,09:46:11,09:48:12,[],['6']
8,1,09:57:59,09:59:59,['26'],[]
9,0,10:04:37,10:06:38,['5'],['26']
10,6,10:23:52,11:21:21,['19'],['5']
11,4,11:25:12,11:27:13,[],['19']
12,18,11:33:46,12:10:15,['10'],[]
13,6,12:13:07,12:15:07,[],['10']
14,18,12:17:59,12:20:00,['29'],[]
15,4,12:26:33,12:33:07,['9'],['29']
16,6,12:36:58,12:40:51,[],['9']
17,20,12:46:35,13:00:00,['4'],[]
18,6,13:05:44,13:07:44,[],['4']
19,4,13:11:35,13:17:35,['15'],[]
20,0,13:31:29,13:33:30,[],['15']
21,6,13:50:44,13:52:44,"['21', '8']",[]
22,18,13:55:36,14:10:51,[],"['21', '8']"
23,32,14:30:58,19:00:00,[],[]
