number,stop ID,arrival time,departure time,pick up users,drop of users
1,25,07:00:00,10:47:00,['57'],[]
2,24,10:51:09,10:53:09,[],['57']
3,13,10:59:43,11:42:00,['27'],[]
4,27,11:46:23,11:56:59,['5'],[]
5,24,11:59:10,13:06:12,['14'],"['5', '27']"
6,12,13:10:14,13:12:14,[],['14']
7,13,13:15:00,13:17:00,['52'],[]
8,26,13:23:23,13:57:00,['46'],['52']
9,13,14:03:23,14:05:23,[],['46']
10,24,14:11:57,15:54:32,"['47', '38']",[]
11,26,15:58:00,15:59:59,[],"['47', '38']"
12,24,16:03:27,16:05:28,['50'],[]
13,25,16:09:37,19:00:00,[],['50']
