number,stop ID,arrival time,departure time,pick up users,drop of users
1,28,07:00:00,07:57:47,[],[]
2,4,08:09:53,08:11:53,['23'],[]
3,5,08:17:35,08:19:36,[],['23']
4,6,08:20:17,09:55:00,['28'],[]
5,3,10:00:42,10:16:41,['16'],['28']
6,4,10:20:08,10:22:09,['1'],['16']
7,3,10:25:36,10:27:37,[],['1']
8,5,10:33:31,10:55:00,"['33', '10']",[]
9,3,11:00:54,11:03:28,[],"['33', '10']"
10,1,11:10:23,11:12:23,['15'],[]
11,3,11:19:18,11:21:18,[],['15']
12,5,11:27:12,11:59:59,['4'],[]
13,4,12:05:41,12:07:42,['12'],[]
14,3,12:11:09,12:16:47,[],"['12', '4']"
15,1,12:23:42,12:25:43,['11'],[]
16,4,12:36:06,12:38:06,[],['11']
17,0,12:50:12,12:58:26,['0'],[]
18,3,13:07:44,13:15:48,['13'],['0']
19,4,13:19:15,13:21:16,['3'],['13']
20,0,13:33:22,13:35:22,"['17', '24']",['3']
21,1,13:41:35,13:48:39,[],['17']
22,6,13:58:38,14:00:38,[],['24']
23,2,14:07:59,14:09:59,['30'],[]
24,0,14:17:06,14:19:07,['36'],['30']
25,1,14:25:20,14:27:21,[],['36']
26,28,14:33:34,19:00:00,[],[]
