number,stop ID,arrival time,departure time,pick up users,drop of users
1,8,07:00:00,07:51:51,[],[]
2,14,08:15:00,08:17:00,['5'],[]
3,8,08:40:09,08:44:37,[],['5']
4,7,08:50:00,08:52:00,['15'],[]
5,9,08:57:23,08:59:23,[],['15']
6,11,09:03:11,09:53:50,['8'],[]
7,13,10:05:31,11:42:00,['10'],['8']
8,12,11:48:43,12:02:00,['11'],[]
9,10,12:12:19,12:14:19,[],['10']
10,7,12:20:47,12:32:09,[],['11']
11,11,12:40:40,13:52:00,['17'],[]
12,4,14:02:48,14:04:48,[],['17']
13,9,14:16:37,14:18:37,['4'],[]
14,0,14:38:05,14:48:10,['12'],['4']
15,13,14:59:19,15:01:19,[],['12']
16,9,15:13:19,15:22:00,['3'],[]
17,4,15:33:49,15:35:49,"['14', '0']",['3']
18,9,15:47:38,15:49:38,[],['14']
19,7,15:55:01,15:57:01,[],['0']
20,8,16:02:24,19:00:00,[],[]
