number,stop ID,arrival time,departure time,pick up users,drop of users
1,0,07:00:00,08:28:08,[],[]
2,10,08:44:59,08:47:00,['0'],[]
3,3,08:56:47,08:58:52,"['33', '32']",['0']
4,9,09:06:28,09:08:29,[],['32']
5,10,09:10:58,09:12:59,[],['33']
6,12,09:19:54,09:26:36,['54'],[]
7,3,09:43:16,09:45:17,['3'],['54']
8,9,09:52:53,09:54:54,[],['3']
9,11,09:58:21,10:07:00,['35'],[]
10,10,10:08:57,10:22:36,['23'],[]
11,8,10:28:18,10:30:19,[],['35']
12,3,10:34:28,10:52:18,"['47', '48', '44']",['23']
13,8,10:56:27,11:01:32,[],"['48', '44']"
14,9,11:04:59,11:07:00,['43'],[]
15,10,11:09:29,11:11:29,[],['47']
16,13,11:18:56,11:32:00,['39'],['43']
17,11,11:37:42,11:47:00,"['5', '40']",[]
18,9,11:50:27,11:52:27,[],['5']
19,8,11:55:54,12:02:31,[],['40']
20,0,12:14:59,12:17:00,['22'],['39']
21,7,12:20:27,12:22:27,[],['22']
22,8,12:33:23,13:17:00,['45'],[]
23,3,13:21:09,13:23:09,[],['45']
24,7,13:30:16,13:42:03,['36'],[]
25,12,14:04:59,14:07:00,['8'],['36']
26,3,14:23:40,14:47:00,['52'],['8']
27,7,14:54:07,14:56:07,[],['52']
28,3,15:03:14,15:05:15,"['1', '38']",[]
29,10,15:15:02,15:17:02,[],['38']
30,13,15:24:29,15:42:00,['34'],['1']
31,12,15:44:46,15:46:46,[],['34']
32,13,15:49:32,16:38:33,['17'],[]
33,12,16:41:19,16:52:00,['53'],[]
34,11,16:57:42,17:13:09,[],"['53', '17']"
35,0,17:31:47,19:00:00,[],[]
